ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2918657,geographic clustering,地理群聚,,,策略管理組,2017-03-23
2918658,geographic coverage,地理涵蓋範圍,,,策略管理組,2017-03-23
2918659,geographic market diversification strategy,地理市場多角化策略,,,策略管理組,2017-03-23
2918660,geographical boundaries,地理疆界,,,策略管理組,2017-03-23
2918661,geographical scope,地理範疇,,,策略管理組,2017-03-23
2918662,global companies,全球企業,,,策略管理組,2017-03-23
2918663,global competition,全球競爭,,,策略管理組,2017-03-23
2918664,global environment,全球環境,,,策略管理組,2017-03-23
2918665,global expansion,全球擴張,,,策略管理組,2017-03-23
2918666,global industries,全球化產業,,全球产业,策略管理組,2017-03-23
2918667,global logistics,全球運籌,,,策略管理組,2017-03-23
2918668,global market leadership,全球市場領導地位,,,策略管理組,2017-03-23
2918669,global market segmentation,全球市場區隔,,,策略管理組,2017-03-23
2918670,global product,全球化產品,,,策略管理組,2017-03-23
2918671,global SBU,全球策略事業單位,,,策略管理組,2017-03-23
2918672,global standardization strategy,全球標準化策略,,,策略管理組,2017-03-23
2918673,global strategies,全球化策略,,全球战略,策略管理組,2017-03-23
2918674,global values integrator,全球價值整合者,,,策略管理組,2017-03-23
2918675,globalization,全球化,,,策略管理組,2017-03-23
2918676,goal premises,目標前提,,,策略管理組,2017-03-23
2918677,governance by hierarchy,科層治理,,,策略管理組,2017-03-23
2918678,governance by market,市場治理,,,策略管理組,2017-03-23
2918679,governance mechanisms,治理機制,,,策略管理組,2017-03-23
2918680,governance structure,治理結構,,,策略管理組,2017-03-23
2918681,green mail,高價買回,,,策略管理組,2017-03-23
2918682,growth,成長,,,策略管理組,2017-03-23
2918683,growth industries,成長產業,,,策略管理組,2017-03-23
2918684,growth stage,成長階段,,成长阶段,策略管理組,2017-03-23
2918685,growth strategy,成長策略,,增长战略,策略管理組,2017-03-23
2918688,horizontal diversification,水平多角化,,水平多元化；横向多元化,策略管理組,2017-03-23
2918689,horizontal integration,水平整合,,横向一体化；水平一体化,策略管理組,2017-03-23
2918690,horizontal merger,水平合併；同業合併,,横向并购,策略管理組,2020-04-01
2918691,hoshin management system,方針管理制度,,,策略管理組,2017-03-23
2918693,human capital resources,人力資本資源,,,策略管理組,2017-03-23
2918694,human resource policy,人力資源政策,,,策略管理組,2017-03-23
2918695,hybrid strategy,混合策略,,,策略管理組,2017-03-23
2918696,hyper competition,超競爭,,,策略管理組,2017-03-23
2918697,imitating capabilities,模仿能力,,,策略管理組,2017-03-23
2918698,imitation,模仿,,,策略管理組,2017-03-23
2918699,imitation barriers,模仿障礙,,,策略管理組,2017-03-23
2918700,imperfectly imitable resource,不可完全模仿的資源,,,策略管理組,2017-03-23
2918701,industrial environment,產業環境,,,策略管理組,2017-03-23
2918702,industrial organization (I-O),產業經濟學；產業組織學,,,策略管理組,2017-03-23
2918703,industrial trend,產業趨勢,,,策略管理組,2017-03-23
2918704,industries,產業,,,策略管理組,2017-03-23
2918705,industry analysis,產業分析,,,策略管理組,2017-03-23
2918706,industry attractiveness,產業吸引力,,行业吸引力,策略管理組,2017-03-23
2918707,industry clusters,產業群聚,,,策略管理組,2017-03-23
2918708,industry convergence,產業匯合,,产业融合,策略管理組,2017-03-23
2918709,industry evolution,產業演進,,,策略管理組,2017-03-23
2918710,industry game rules,產業遊戲規則,,,策略管理組,2017-03-23
2918711,industry groups,產業群組,,,策略管理組,2017-03-23
2918712,industry growth rate,產業成長率,,,策略管理組,2017-03-23
2918713,industry life cycle,產業生命週期,,,策略管理組,2017-03-23
2918714,industry matrix,產業矩陣,,,策略管理組,2017-03-23
2918715,industry structure,產業結構,,,策略管理組,2017-03-23
2918716,industry value chain,產業價值鏈,,,策略管理組,2017-03-23
2918718,information technology {=IT},資訊科技,,,策略管理組,2020-03-24
2918719,infrastructure,基礎建設,,,策略管理組,2017-03-23
2918720,initial public offering {=IPO},首次公開發行,,,策略管理組,2020-04-10
2918722,innovation and reconfiguration of value chain,價值鏈之創新與重組,,,策略管理組,2017-03-23
2918724,institutional isomorphism,制度同形化,,,策略管理組,2017-03-23
2918725,intangible assets,無形資產,,,策略管理組,2017-03-23
2918726,intangible resources,無形資源,,无形资源,策略管理組,2017-03-23
2918727,integrated design manufacture (IDM),整合設計製造商,,,策略管理組,2017-03-23
2918728,integration,整合,,,策略管理組,2017-03-23
2918729,integration mechanisms,整合機制,,,策略管理組,2017-03-23
2918730,integration process,整合流程,,,策略管理組,2017-03-23
2918731,intellectual capital,智慧資本,,,策略管理組,2017-03-23
2918734,intended strategies,計畫中的策略,,,策略管理組,2017-03-23
2918735,intensity of competition,競爭強度,,,策略管理組,2017-03-23
2918736,interactions with competitor,與競爭者的互動關係,,,策略管理組,2017-03-23
2918737,interdependency,相互依存度,,,策略管理組,2017-03-23
2918738,interface management between value units,價值單元間的介面管理,,,策略管理組,2017-03-23
2918739,internal analysis,内部分析,,,策略管理組,2017-03-23
2918740,internal capabilities,内在能力,,,策略管理組,2017-03-23
2918741,internal cost disadvantage,内部成本劣勢,,,策略管理組,2017-03-23
2918742,internal entrepreneurship,內部創業,,,策略管理組,2017-03-23
2918743,internal stakeholders,內部利害關係人,,,策略管理組,2017-03-23
2918744,internal start-ups,內部新創事業,,,策略管理組,2017-03-23
2918745,internal weaknesses,內部弱勢,,,策略管理組,2017-03-23
2918746,internalization,内部化,,,策略管理組,2017-03-23
2918747,international competition,國際競爭,,,策略管理組,2017-03-23
2918748,international entrepreneurial firm,國際新創企業,,,策略管理組,2017-03-23
2918749,international expansion,國際擴張,,国际化进程,策略管理組,2017-03-23
2918750,international integration,國際整合,,,策略管理組,2017-03-23
2918751,international operations,國際營運,,,策略管理組,2017-03-23
2918752,international strategy,國際策略,,国际化战略,策略管理組,2017-03-23
2918753,international trade and investment,國際貿易與投資,,,策略管理組,2017-03-23
2918754,internationalization,國際化,,,策略管理組,2017-03-23
2918755,internet strategy,網路策略,,,策略管理組,2017-03-23
2918756,interpersonal network,人際網絡,,,策略管理組,2017-03-23
2918758,introduction stage,導入期,,,策略管理組,2017-03-23
2918759,introspective ability,自省能力,,,策略管理組,2017-03-23
2918760,irreversible investment,不可逆投資,,,策略管理組,2017-03-23
2918761,isolating mechanisms,隔離機制,,,策略管理組,2017-03-23
2918763,judo economics,以小搏大策略,,,策略管理組,2017-03-23
2918764,junk bond,垃圾債券,,,策略管理組,2017-03-23
2918765,key success factors (KSF),關鍵成功因素,,,策略管理組,2017-03-23
2918766,key survival factors,關鍵存活因素,,,策略管理組,2017-03-23
2918767,knowledge economy,知識經濟,,,策略管理組,2017-03-23
2918769,knowledge-based competition,知識基礎的競爭,,,策略管理組,2017-03-23
2918770,knowledge-based core competence,知識基礎的核心能耐,,知识型企业核心能力,策略管理組,2017-03-23
2918771,knowledge-based view,知識基礎觀點,,知识型企业的观点,策略管理組,2017-03-23
2918772,landscape,競爭生態,,,策略管理組,2017-03-23
2918773,late mover,後進者,,后期行动者,策略管理組,2017-03-23
2918774,leapfrogging competition,跳蛙式競爭,,,策略管理組,2017-03-23
2918775,learning by doing,做中學,,,策略管理組,2017-03-23
2918776,learning curve,學習曲線,,,策略管理組,2017-03-23
2918777,levels of strategy,策略層級,,,策略管理組,2017-03-23
2918781,licensing agreement,授權合約,,许可证协议,策略管理組,2017-03-23
2918782,life cycle,生命週期,,,策略管理組,2017-03-23
2918783,life cycle analysis,生命週期分析,,生命周期分析,策略管理組,2017-03-23
2918784,limit pricing,阻絕式定價,,,策略管理組,2017-03-23
2918785,local responsiveness,在地回應,,当地响应,策略管理組,2017-03-23
2918786,localization strategy,在地化策略,,,策略管理組,2017-03-23
2918787,location economies,區位經濟,,区位经济,策略管理組,2017-03-23
2918788,location-based advantages,區位基礎優勢,,,策略管理組,2017-03-23
2918789,lock-in effects,鎖入效果,,,策略管理組,2017-03-23
2918790,long-term commitment,長期承諾,,,策略管理組,2017-03-23
2918791,long-term contracts,長期契約,,,策略管理組,2017-03-23
2918792,long-term cooperative relationships,長期合作關係,,,策略管理組,2017-03-23
2918793,long-term goals,長期目標,,,策略管理組,2017-03-23
2918794,long-term growth,長期成長,,,策略管理組,2017-03-23
2918795,long-term planning,長期規劃,,,策略管理組,2017-03-23
2918796,low-cost operation,低成本營運,,,策略管理組,2017-03-23
2918797,low-cost provider strategy,低成本提供者策略,,,策略管理組,2017-03-23
2918798,low-price competition,低價競爭,,,策略管理組,2017-03-23
2918799,low-price products,低價產品,,,策略管理組,2017-03-23
2918801,make or buy,自製或外購,,,策略管理組,2017-03-23
2918802,market commonality,市場共同性,,,策略管理組,2017-03-23
2918803,market extension merger,市場擴張併購,,,策略管理組,2017-03-23
2918804,market growth,市場成長,,,策略管理組,2017-03-23
2918805,market leadership,市場領導,,,策略管理組,2017-03-23
2918806,market niche,市場利基,,,策略管理組,2017-03-23
2918807,market penetration,市場滲透,,,策略管理組,2017-03-23
2918808,market positioning,市場定位,,,策略管理組,2017-03-23
2918809,market power,市場力,,,策略管理組,2017-03-23
2918810,market saturation,市場飽合,,,策略管理組,2017-03-23
2918811,market segmentation,市場區隔,,,策略管理組,2017-03-23
2918812,market share,市場佔有率,,,策略管理組,2017-03-23
2918813,market structure,市場結構,,,策略管理組,2017-03-23
2918814,marketing policy,行銷政策,,,策略管理組,2017-03-23
2918815,mass commoditization,大量同質化,,,策略管理組,2017-03-23
2918816,mass customization,大量客製化,,,策略管理組,2017-03-23
2918817,maturity,成熟期,,,策略管理組,2017-03-23
2918818,means-ends chain,手段-目標體系,,,策略管理組,2017-03-23
2918821,M-form organization,M型組織,,,策略管理組,2017-03-23
2918825,mobility barriers,移動障礙,,,策略管理組,2017-03-23
2918826,modulization,模組化,,,策略管理組,2017-03-23
2918829,monopoly rents,獨占租,,,<p>策略管理組</p>,2017-03-23
2918831,most favored nation clauses,最惠國待遇條款,,,策略管理組,2017-03-23
2918832,multibusiness organization,多事業部組織,,,策略管理組,2017-03-23
2918833,multidomestic strategy,多國策略,,多国国内战略,策略管理組,2017-03-23
2918834,multimarket competition,多重市場競爭,,多点市场竞争,策略管理組,2017-03-23
2918835,multimarket contact,多重市場接觸,,,策略管理組,2017-03-23
2918836,multinational competition,多國競爭,,,策略管理組,2017-03-23
2918837,multinational corporations (MNCs),多國籍企業,,跨国公司；多国公司,策略管理組,2017-03-23
2918838,multiple licensing,多重授權,,,策略管理組,2017-03-23
2918839,mutual dependence,相互依賴,,,策略管理組,2017-03-23
2918840,mutual forbearance,相互節制,,,策略管理組,2017-03-23
2918841,national diamond framework,國家鑚石分析架構,,,策略管理組,2017-03-23
2918842,nation-based competitive advantage,國家基礎的競爭優勢,,,策略管理組,2017-03-23
2918843,network effects,網絡效應,,,策略管理組,2017-03-23
2918844,network externality,網絡外部性,,,策略管理組,2017-03-23
2918845,network relations,網絡關係,,,策略管理組,2017-03-23
2918846,network structure,網絡結構,,,策略管理組,2017-03-23
2918847,networking strategy,網絡定位策略,,,策略管理組,2017-03-23
2918848,new entrants,新進入者,,,策略管理組,2017-03-23
2918850,non-core business,非核心業務,,,策略管理組,2017-03-23
2918851,nonequity alliance,非股權聯盟,,非产权战略联盟,策略管理組,2017-03-23
2918852,nonprice competition,非價格競爭,,,策略管理組,2017-03-23
2918853,non-substitutable resources,不可替代的資源,,,策略管理組,2017-03-23
2918854,nontariff trade barriers,非關稅貿易障礙,,,策略管理組,2017-03-23
2918855,offensive strategies,攻擊性策略,,,策略管理組,2017-03-23
2918856,oligopoly,寡佔,,,策略管理組,2017-03-23
2918857,operating policy,營運政策,,,策略管理組,2017-03-23
2918858,operational level,作業層級,,,策略管理組,2017-03-23
2918859,opportunism,投機主義；機會主義,,,策略管理組,2020-04-01
2918860,opportunistic behavior,投機行為,,,策略管理組,2017-03-23
2918861,opportunity analysis,機會分析,,,策略管理組,2017-03-23
2918862,organization culture,組織文化,,,策略管理組,2017-03-23
2918863,organization processes,組織程序,,,策略管理組,2017-03-23
2918864,organizational capabilities,組織能力,,,策略管理組,2017-03-23
2918865,organizational changes,組織變革,,,策略管理組,2017-03-23
2918866,organizational inertia,組織慣性,,,策略管理組,2017-03-23
