ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
3180873,superkingdom,超界,,超界,104.11.09,2017-07-24
3180874,surface meristem,表皮分生組織,,表面分生组织,104.11.09,2017-07-24
3180875,susceptibility,敏感性,,敏感性,104.11.09,2017-07-24
3180876,suspended placentation,懸垂胎座型,,悬垂胎座式,104.11.09,2017-07-24
3180877,suspensor,胚柄{植物}；接合孢子柄{真菌}；配囊柄{真菌},,胚柄；配囊柄；接合孢子柄,104.11.09,2017-07-24
3180878,suspensor embryo,胚柄胚,,胚柄胚,104.11.09,2017-07-24
3180879,suspensor haustorium,胚柄吸器,,胚柄吸器,104.11.09,2017-07-24
3180880,suspensor tier,胚柄層,,胚柄层,104.11.09,2017-07-24
3180881,swamp,林澤,,木本沼泽,104.11.09,2017-07-24
3180882,swamp ecotype,林澤生態型,,沼泽生态型,104.11.09,2017-07-24
3180883,swarm cell,游動細胞,,游动细胞,104.11.09,2017-07-24
3180884,sylva,森林；林木誌,,森林,104.11.09,2017-07-24
3180885,symbiont,共生生物,,共生成分,104.11.09,2017-07-24
3180886,symbiosis,共生,,共生,104.11.09,2017-07-24
3180887,symbiotic nitrogen fixation,共生固氮作用,,共生固氮作用,104.11.09,2017-07-24
3180888,symbiotic nitrogen fixer,共生固氮生物,,共生固氮生物,104.11.09,2017-07-24
3180889,symbiotic plant,共生植物,,共生植物,104.11.09,2017-07-24
3180890,symmetry,對稱[性],,对称[性],104.11.09,2017-07-24
3180891,symplast,共質體,,共质体,104.11.09,2017-07-24
3180892,symplastic translocation,共質體運輸,,共质体运输,104.11.09,2017-07-24
3180893,sympodial branching,合軸分枝,,合轴分枝式,104.11.09,2017-07-24
3180894,sympodioconidium,合軸孢子,,合轴孢子,104.11.09,2017-07-24
3180895,sympodula,合軸產孢細胞,,合轴产孢细胞,104.11.09,2017-07-24
3180896,sympodulospore,合軸孢子,,合轴孢子,104.11.09,2017-07-24
3180897,symptom,症狀,,症状,104.11.09,2017-07-24
3180898,synanamorph,共無性型,,共无性型,104.11.09,2017-07-24
3180899,synandrium,聚葯雄蕊,,聚药,104.11.09,2017-07-24
3180900,synantherous stamen,聚葯雄蕊,,聚药雄蕊,104.11.09,2017-07-24
3180901,synarthropic plant,伴人植物,,伴人植物,104.11.09,2017-07-24
3180902,syncarp,合生心皮[聚合]果,,合心皮果,104.11.09,2017-07-24
3180903,synchronogamy,雌雄[花]器同熟,,雌雄花同熟,104.11.09,2017-07-24
3180904,syncolpate,合流溝的,,合沟[的],104.11.09,2017-07-24
3180905,syncyanose,共生藍藻,,共生蓝藻,104.11.09,2017-07-24
3180906,syndynamics,群落動態學,,群落动态学,104.11.09,2017-07-24
3180907,synergid,助細胞,,助细胞,104.11.09,2017-07-24
3180908,synergid haustorium,助細胞吸器,,助细胞吸器,104.11.09,2017-07-24
3180909,synergism,協同作用,,协同作用,104.11.09,2017-07-24
3180910,syngamy,同配生殖,,配子配合,104.11.09,2017-07-24
3180911,syngenesious stamen,聚葯雄蕊,,聚药雄蕊,104.11.09,2017-07-24
3180912,syngenetic succession,群落[發生]演替,,群落发生演替,104.11.09,2017-07-24
3180913,syngeography,群落地理學,,群落地理学,104.11.09,2017-07-24
3180914,synnema,絲束{真菌}；雄蕊筒{被子植物},,束丝,104.11.09,2017-07-24
3180915,synpetal,合瓣,,合瓣,104.11.09,2017-07-24
3180916,synpetalous flower,合瓣花,,合瓣花,104.11.09,2017-07-24
3180917,synsepal,萼片合生,,合[片]萼,104.11.09,2017-07-24
3180918,syntaxon,群落分類單位,,群落分类单位,104.11.09,2017-07-24
3180919,syntelome,複合頂枝,,复合顶枝,104.11.09,2017-07-24
3180920,systematic botany,系統植物學,,系统植物学,104.11.09,2017-07-24
3180921,T-shaped tetrad,T形四分體；T形四分子,,T形四分体,104.11.09,2017-07-24
3180922,tactile hair,觸覺毛,,触觉毛,104.11.09,2017-07-24
3180923,tactile papilla,觸覺乳突；觸覺乳頭,,触觉乳头,104.11.09,2017-07-24
3180924,tactile pit,觸覺窩,,触觉窝,104.11.09,2017-07-24
3180925,taeniopterid,帶狀葉蕨狀植物,,带羊齿型,104.11.09,2017-07-24
3180926,tangential section,弦切面,,弦切面,104.11.09,2017-07-24
3180927,tangential wall,弦向壁,,弦向壁；切向壁,104.11.09,2017-07-24
3180928,tannin cell,單寧細胞,,鞣质细胞；单宁细胞,104.11.09,2017-07-24
3180929,tannin red,單寧紅,,鞣红,104.11.09,2017-07-24
3180930,tapetal membrane,營養層膜；絨氈層膜,,绒毡层膜,104.11.09,2017-07-24
3180931,tapetum,營養層；絨氈層,,绒毡层,104.11.09,2017-07-24
3180932,taproot,主根；直根,,直根,104.11.09,2017-07-24
3180933,taproot system,主根系；直根系,,直根系,104.11.09,2017-07-24
3180934,taxis,趨性,,趋性,104.11.09,2017-07-24
3180935,taxon,分類群{單數}；分類單位{單數},,分类单位,104.11.09,2017-07-24
3180936,tecta,頂蓋層{複數},,覆盖层(复数),104.11.09,2017-07-24
3180937,tectate-imperforate,無穿孔頂蓋層的,,覆盖层-无穿孔[的],104.11.09,2017-07-24
3180938,tectate-perforate,具穿孔頂蓋層的,,覆盖层-具穿孔[的],104.11.09,2017-07-24
3180939,tectum,頂蓋層{單數},,覆盖层,104.11.09,2017-07-24
3180940,tegilla{tecta},頂蓋層{複數},,被层(复数),104.11.09,2017-07-24
3180941,tegillum{tectum},頂蓋層{單數},,被层,104.11.09,2017-07-24
3180942,teleblem,外菌幕,,外菌幕,104.11.09,2017-07-24
3180943,teleoblem,外菌幕,,外菌幕,104.11.09,2017-07-24
3180944,teleomorph,有性型,,有性型,104.11.09,2017-07-24
3180945,teleutosorus,冬孢子堆,,冬孢子堆,104.11.09,2017-07-24
3180946,teleutospore,冬孢子,,冬孢子,104.11.09,2017-07-24
3180947,teliospore,冬孢子,,冬孢子,104.11.09,2017-07-24
3180948,telium,冬孢子堆,,冬孢子堆,104.11.09,2017-07-24
3180949,telome,頂枝,,顶枝,104.11.09,2017-07-24
3180950,telome system,頂枝系統,,顶枝系统,104.11.09,2017-07-24
3180951,telome theory,頂枝學說,,顶枝学说,104.11.09,2017-07-24
3180952,telome trusse,頂枝束,,顶枝束,104.11.09,2017-07-24
3180953,telomophyte,頂枝植物,,顶枝植物,104.11.09,2017-07-24
3180954,temporary wilting,暫時凋萎,,暂时萎蔫,104.11.09,2017-07-24
3180955,tenacle,緣毛環,,缘毛环,104.11.09,2017-07-24
3180956,tendril,卷鬚,,卷须,104.11.09,2017-07-24
3180957,tenitates,薄壁區{複數},,薄壁区(复数),104.11.09,2017-07-24
3180958,tensile strength,抗張強度,,抗张强度,104.11.09,2017-07-24
3180959,tension,張力,,张力,104.11.09,2017-07-24
3180960,tension wood,抗張材,,应拉木；伸张木,104.11.09,2017-07-24
3180961,tenuinucellate ovule,薄珠心胚珠,,薄珠心胚珠,104.11.09,2017-07-24
3180962,tenuitas,薄壁區{單數},,薄壁区,104.11.09,2017-07-24
3180963,tepal,花被片,,花被片,104.11.09,2017-07-24
3180964,terminal bud,頂芽,,顶芽,104.11.09,2017-07-24
3180965,terminal cell,末端細胞,,末端细胞,104.11.09,2017-07-24
3180966,terminal electron acceptor,終端電子受體,,末端电子受体,104.11.09,2017-07-24
3180967,terminal inflorescence,頂生花序,,顶生花序,104.11.09,2017-07-24
3180968,ternate vein,三出脈,,三出脉,104.11.09,2017-07-24
3180969,ternately compound leaf,三出複葉,,三出复叶,104.11.09,2017-07-24
3180970,terrestrial root,地生根,,陆生根,104.11.09,2017-07-24
3180971,tertiary mycelium,三級菌絲體,,三生菌丝体,104.11.09,2017-07-24
3180972,test tube pollination,試管授粉,,试管授粉,104.11.09,2017-07-24
3180973,test-tube culture,試管培養,,试管培养,104.11.09,2017-07-24
3180974,test-tube plantlet,試管苗,,试管苗,104.11.09,2017-07-24
3180975,testa,種皮,,种皮,104.11.09,2017-07-24
3180976,tetrad,四分體,,四分体；四合花粉,104.11.09,2017-07-24
3180977,tetrad mark,四分體痕,,四分体痕；裂痕,104.11.09,2017-07-24
3180978,tetrad scar,四分體痕,,四分体痕；裂痕,104.11.09,2017-07-24
3180979,tetradynamous stamen,四強雄蕊,,四强雄蕊,104.11.09,2017-07-24
3180980,tetrasporangium,四孢子囊{單數},,四分孢子囊,104.11.09,2017-07-24
3180981,tetraspore,四分孢子,,四分孢子,104.11.09,2017-07-24
3180982,tetrasporic embryo sac,四孢子胚囊,,四孢子胚囊,104.11.09,2017-07-24
3180983,thallic,葉狀體的{植物}；片狀體的{植物}；菌體的{真菌}；原植體的,,体殖[产孢]的,104.11.09,2017-07-24
3180984,thalline exciple,葉狀體囊盤被{地衣},,体质盘壁；果托,104.11.09,2017-07-24
3180985,thalloconidium,葉狀體分生孢子,,体裂分生孢子,104.11.09,2017-07-24
3180986,thallospore,菌體孢子；菌絲孢子,,体裂孢子,104.11.09,2017-07-24
3180987,thallotherophyte,一年生葉狀體植物,,叶状体一年生植物,104.11.09,2017-07-24
3180988,thallus,葉狀體{植物}；片狀體{植物}；菌體{真菌},,原植体；菌体,104.11.09,2017-07-24
3180989,theca,膜；鞘；囊{菌類}；殼{菌類}；蒴{苔類}；[花]葯室,,壳,104.11.09,2017-07-24
3180990,thecium,子囊層,,子囊层,104.11.09,2017-07-24
3180991,theory of origin species,物種起源說,,物种起源说,104.11.09,2017-07-24
3180992,thermogenic respiration,生熱呼吸,,生热呼吸,104.11.09,2017-07-24
3180993,thermoperiodism,感溫週期[性],,温周期现象,104.11.09,2017-07-24
3180994,thicket,灌叢,,密灌丛,104.11.09,2017-07-24
3180995,thorn,刺狀枝；枝刺；棘刺,,[棘]刺,104.11.09,2017-07-24
3180996,thorn woodland,多刺旱生林,,多刺疏林,104.11.09,2017-07-24
3180997,threatened plant,瀕危植物,,濒危植物,104.11.09,2017-07-24
3180998,threshold value,門檻值；閾值；低限,,阈值,104.11.09,2017-07-24
3180999,thylakoid,類囊體,,类囊体,104.11.09,2017-07-24
3181000,thyriothecium,盾狀囊殼,,盾状囊壳,104.11.09,2017-07-24
3181001,thyrse,圓錐狀聚繖花序；密錐花序,,聚伞圆锥花序,104.11.09,2017-07-24
3181002,tichus,壁層,,壁层,104.11.09,2017-07-24
3181003,tiller{tillow},分櫱,,分蘖,104.11.09,2017-07-24
3181004,tillow{tiller},分櫱,,分蘖,104.11.09,2017-07-24
3181005,tinsel type,鞭毛刷狀；茸鞭狀,,茸鞭型,104.11.09,2017-07-24
3181006,totipotency,全潛能性,,全能性,104.11.09,2017-07-24
3181007,trabecula,{單數}分隔帶；橫條；襯條；菌褶原,,[腹菌]产孢组织基板；[伞菌]菌褶原,104.11.09,2017-07-24
3181008,trabeculae,{複數}分隔帶；橫條；襯條；菌褶原,,径列条,104.11.09,2017-07-24
3181009,trace element,微量元素,,痕量元素；超威量元素,104.11.09,2017-07-24
3181010,trace gap,跡隙,,迹隙,104.11.09,2017-07-24
3181011,tracheary element,管狀細胞,,管状分子,104.11.09,2017-07-24
3181012,tracheid,管胞,,管胞,104.11.09,2017-07-24
3181013,tracheophyte,維管束植物,,维管植物,104.11.09,2017-07-24
3181014,trama,菌髓,,菌髓,104.11.09,2017-07-24
3181015,tramal plate,髓板,,髓板,104.11.09,2017-07-24
3181016,transfer cell,轉運細胞；運輸細胞,,传递细胞,104.11.09,2017-07-24
3181017,transfusion tissue,轉輸組織,,转输组织,104.11.09,2017-07-24
3181018,transfusion tracheid,轉輸管胞,,转输管胞,104.11.09,2017-07-24
3181019,transition zone,過渡區,,过渡区,104.11.09,2017-07-24
3181020,translater,載粉器,,载粉器,104.11.09,2017-07-24
3181021,translocation,輸導作用；易位；轉位,,运输,104.11.09,2017-07-24
3181022,transmembrane potential,跨膜電勢,,跨膜电势,104.11.09,2017-07-24
3181023,transmitting tissue,引導組織,,引导组织,104.11.09,2017-07-24
3181024,transpiration,蒸散作用,,蒸腾[作用],104.11.09,2017-07-24
3181025,transpiration coefficient,蒸散係數,,蒸腾系数,104.11.09,2017-07-24
3181026,transpiration current,蒸散流,,蒸腾流,104.11.09,2017-07-24
3181027,transpiration efficiency,蒸散效率,,蒸腾效率,104.11.09,2017-07-24
3181028,transpiration pull,蒸散拉力,,蒸腾拉力,104.11.09,2017-07-24
3181029,transpiration ratio,蒸散比,,蒸腾比,104.11.09,2017-07-24
3181030,transpiration stream,蒸散流,,蒸腾流,104.11.09,2017-07-24
3181031,transport,運輸,,运输,104.11.09,2017-07-24
3181032,transverse zygomorphy,上下兩側對稱,,上下[两侧]对称,104.11.09,2017-07-24
3181033,trap plant,誘殺型植物,,诱杀性植物,104.11.09,2017-07-24
3181034,traumatic resin duct,外傷樹脂溝,,创伤树脂道,104.11.09,2017-07-24
3181035,traumatin,創傷激素,,愈伤激素；创伤激素,104.11.09,2017-07-24
3181036,tree,喬木,,乔木,104.11.09,2017-07-24
3181037,trema,萌發孔{單數},,萌发孔,104.11.09,2017-07-24
3181038,tremata,萌發孔{複數},,萌发孔,104.11.09,2017-07-24
3181039,tretic,孔生的,,孔生[产孢]的,104.11.09,2017-07-24
3181040,tretic conidium,孔出分生孢子,,孔出分生孢子,104.11.09,2017-07-24
3181041,tretoconidium,孔出分生孢子,,孔出分生孢子,104.11.09,2017-07-24
3181042,triad,三分體；三聯體,,三分体,104.11.09,2017-07-24
3181043,triadelphous stamen,三體雄蕊,,三体雄蕊,104.11.09,2017-07-24
3181044,triarch,三原型,,三原型,104.11.09,2017-07-24
3181045,tribe,族,,族,104.11.09,2017-07-24
3181046,trichasium,三歧聚繖花序,,三歧聚伞花序,104.11.09,2017-07-24
3181047,trichidium,小梗,,小梗,104.11.09,2017-07-24
3181048,trichoblast,生毛細胞,,生毛细胞,104.11.09,2017-07-24
3181049,trichogyne,受精絲,,受精丝,104.11.09,2017-07-24
3181050,tricholoma,緣毛,,缘毛,104.11.09,2017-07-24
3181051,trichospore,毛孢子,,毛孢子,104.11.09,2017-07-24
3181052,trichotomosulcate,三叉溝的,,三歧槽[的],104.11.09,2017-07-24
3181053,tricolpate,三溝的,,三沟[的],104.11.09,2017-07-24
3181054,tricolporate,三溝孔的,,三孔沟[的],104.11.09,2017-07-24
3181055,trilete,三叉裂縫的,,三裂缝[的],104.11.09,2017-07-24
3181056,trimitic,三系菌絲的,,三系菌丝的,104.11.09,2017-07-24
3181057,triple fusion,三核併合,,三核并合,104.11.09,2017-07-24
3181058,triporate,三孔的,,三孔[的],104.11.09,2017-07-24
3181059,trophocyst,營養囊,,营养囊,104.11.09,2017-07-24
3181060,trophogone,退化雄器,,无效雄器,104.11.09,2017-07-24
3181061,trophogonium,退化雄器,,无效雄器,104.11.09,2017-07-24
3181062,trophophyll,營養葉,,营养叶,104.11.09,2017-07-24
3181063,trophyll,營養葉,,营养叶,104.11.09,2017-07-24
3181064,tropism,向性,,向性,104.11.09,2017-07-24
3181065,true fruit,真果,,真果,104.11.09,2017-07-24
3181066,trunk,樹幹,,[树]干,104.11.09,2017-07-24
3181067,tryphine,含油層,,含油层,104.11.09,2017-07-24
3181068,tube,管,,菌管,104.11.09,2017-07-24
3181069,tube cell,管細胞,,管细胞,104.11.09,2017-07-24
3181070,tube nucleus,管核,,管核,104.11.09,2017-07-24
3181071,tuber,塊莖,,块茎,104.11.09,2017-07-24
3181072,tubercle,小塊莖,,小块茎,104.11.09,2017-07-24
3181073,tubular corolla,筒狀花冠；管狀花冠,,筒状花冠；管状花冠,104.11.09,2017-07-24
3181074,tubule,小管,,菌管,104.11.09,2017-07-24
3181075,tundra,凍原；寒原；苔原,,冻原,104.11.09,2017-07-24
3181076,tunica,包膜；膜層；被囊,,原套；小包薄膜,104.11.09,2017-07-24
3181077,turbinate cell,陀螺狀細胞,,陀螺状胞,104.11.09,2017-07-24
3181078,Turgayan flora,溫帶植物區系,,图尔盖植物区系；温带植物区系,104.11.09,2017-07-24
3181079,turgescence,膨脹,,膨胀,104.11.09,2017-07-24
3181080,turgidity,膨脹度,,膨胀度,104.11.09,2017-07-24
3181081,turgor,膨脹,,膨胀,104.11.09,2017-07-24
3181082,turgor movement,膨脹運動,,膨胀运动,104.11.09,2017-07-24
3181083,turgor pressure,膨壓,,膨压,104.11.09,2017-07-24
3181084,twiner,纏繞植物,,缠绕植物,104.11.09,2017-07-24
3181085,twining movement,纏繞運動,,缠绕运动,104.11.09,2017-07-24
3181086,twining stem,纏繞莖,,缠绕茎,104.11.09,2017-07-24
3181087,tylosis,填充體{單數},,侵填体,104.11.09,2017-07-24
3181088,Ubisch body,烏氏體,,乌氏体,104.11.09,2017-07-24
3181089,ulci,遠極單孔{複數},,[远]极单孔(复数),104.11.09,2017-07-24
3181090,ulcus,遠極單孔{單數},,[远]极单孔,104.11.09,2017-07-24
3181091,umbel,繖形花序,,伞形花序,104.11.09,2017-07-24
3181092,umbellule,小繖形花序,,小伞形花序,104.11.09,2017-07-24
3181093,umbilicus,臍孔,,周壁孔,104.11.09,2017-07-24
3181094,umbo,鱗臍,,脐,104.11.09,2017-07-24
3181095,uncoupler,解聯劑,,解联剂,104.11.09,2017-07-24
3181096,understory,下層植物,,下木,104.11.09,2017-07-24
3181097,unequal division,不平均分裂,,不等分裂,104.11.09,2017-07-24
3181098,unifoliate compound leaf,單身複葉,,单身复叶,104.11.09,2017-07-24
3181099,unilocular sporangium,單室孢子囊,,单室孢子囊,104.11.09,2017-07-24
3181100,uniseriate ray,單列木質線,,单列射线,104.11.09,2017-07-24
3181101,unisexual flower,單性花,,单性花,104.11.09,2017-07-24
3181102,unispore,單孢子,,单室孢子,104.11.09,2017-07-24
3181103,universal veil,外菌幕,,外菌幕,104.11.09,2017-07-24
3181104,unloading,卸載,,卸出[筛管],104.11.09,2017-07-24
3181105,upland plant,高地植物,,高地植物,104.11.09,2017-07-24
3181106,upright ray cell,直立木質線細胞,,直立射线细胞,104.11.09,2017-07-24
3181107,urban ecology,城市生態學,,城市生态学,104.11.09,2017-07-24
3181108,urceolate corolla,壺形花冠；罈狀花冠,,坛状花冠,104.11.09,2017-07-24
3181109,urediniospore,夏孢子,,夏孢子,104.11.09,2017-07-24
3181110,uredinium,夏孢子堆,,夏孢子堆,104.11.09,2017-07-24
3181111,urediospore,夏孢子,,夏孢子,104.11.09,2017-07-24
3181112,uredium,夏孢子堆,,夏孢子堆,104.11.09,2017-07-24
3181113,uredosorus,夏孢子堆,,夏孢子堆,104.11.09,2017-07-24
3181114,uredospore,夏孢子,,夏孢子,104.11.09,2017-07-24
3181115,urn,蒴壺,,蒴壶；蒴部,104.11.09,2017-07-24
3181116,usnic acid,松蘿酸,,松萝酸,104.11.09,2017-07-24
3181117,ustilospore,黑粉菌孢子,,黑粉菌孢子,104.11.09,2017-07-24
3181118,ustospore,黑粉菌孢子,,黑粉菌孢子,104.11.09,2017-07-24
3181119,utricle,胞果；椭圓囊{真菌},,胞果,104.11.09,2017-07-24
3181120,utriculus,胞果；椭圓囊{真菌},,子实体包被,104.11.09,2017-07-24
3181121,vacuum infiltration,真空滲入,,真空渗入,104.11.09,2017-07-24
3181122,valvate,鑷合狀,,镊合状,104.11.09,2017-07-24
3181123,valvular dehiscence,瓣裂,,瓣裂,104.11.09,2017-07-24
3181124,variant,變異體,,群丛变型,104.11.09,2017-07-24
3181125,variation center,變異中心,,变异中心,104.11.09,2017-07-24
3181126,variety,變種；品種,,变种,104.11.09,2017-07-24
3181127,vascular anatomy,維管[束]解剖學,,维管解剖学,104.11.09,2017-07-24
3181128,vascular bundle,維管束,,维管束,104.11.09,2017-07-24
3181129,vascular bundle sheath,維管束鞘,,维管束鞘,104.11.09,2017-07-24
3181130,vascular cambium,維管束形成層,,维管形成层,104.11.09,2017-07-24
3181131,vascular cylinder,維管[束]中柱,,维管柱,104.11.09,2017-07-24
3181132,vascular plant,維管束植物,,维管植物,104.11.09,2017-07-24
3181133,vascular ray,維管束射線,,维管射线,104.11.09,2017-07-24
3181134,vascular system,維管[束]系統,,维管系统,104.11.09,2017-07-24
3181135,vascular tissue,維管[束]組織,,维管组织,104.11.09,2017-07-24
3181136,vasicentric parenchyma,圍管薄壁組織,,环管薄壁组织,104.11.09,2017-07-24
3181137,vegetation,植被,,植被,104.11.09,2017-07-24
3181138,vegetation classification,植被分類,,植被分类；群落分类,104.11.09,2017-07-24
3181139,vegetation continuum,植被連續體,,植被连续体,104.11.09,2017-07-24
