ID,英文名稱,中文名稱,圖片,場所標示類別,備註,更新日期
1506610,Perishable Goods Center,機放倉,,交通運輸站,,2012-11-26
1506611,Cargo Terminal,貨運站,,交通運輸站,,2012-11-26
1506612,Please  proceed  to  Terminal 2  to check in for direct Taiwan-China flights.,"兩岸直航包機,請於第二航廈辦理報到手續.",,交通運輸站,,2012-11-26
1506613,Large Truck Temporary Parking,大貨車待停區,,交通運輸站,3.5噸以上貨車待停區,2012-11-26
1506614,Large Truck Temporary Parking,大貨車待停區,,交通運輸站,3.5噸以上貨車待停區,2012-11-26
1506615,Small Truck Temporary Parking,小貨車臨停區,,交通運輸站,3.5噸以下貨車臨停區,2012-11-26
1506616,Palletized Cargo Center,木墊貨專區,,交通運輸站,,2012-11-26
1506617,Post  Office,郵政中心,,交通運輸站,,2012-11-26
1506618,Telecom Service Center,電信中心,,交通運輸站,,2012-11-26
1506619,Car Parking Lot,小客車停車場,,交通運輸站,,2012-11-26
1506620,Official Vehicle & Truck Parking Lot,公務車/貨車停車場,,交通運輸站,,2012-11-26
1506621,Car Entrance,小客車專用入口,,交通運輸站,,2012-11-26
1506622,Buses and Taxis Prohibited,大客車計程車禁入,,交通運輸站,,2012-11-26
1506623,1.Cars Use Right Lane 2.Right Lane Cars Only,小型車  右道,,交通運輸站,請擇一使用,2012-11-26
1506624,1.Buses Use Left Lane 2.Left Lane Buses Only,大型車  左道,,交通運輸站,請擇一使用,2012-11-26
1506625,Airport  Exit,機場出口,,交通運輸站,,2012-11-26
1506626,International Air Mail Center,航郵中心,,交通運輸站,,2012-11-26
1506627,Emergency Power Outlet,緊急電源插座,,,,2012-11-26
1506628,Intercom   Press button to speak.,手動警報機,,交通運輸站,,2012-11-26
1506629,Disabled Passengers Only  Press button for assistance.,避難器具,,交通運輸站,,2012-11-26
1506630,Manual Fire Alarm,手動警報機,,交通運輸站,,2012-11-26
1506631,Fire Escape Equipment,避難器具,,交通運輸站,,2012-11-26
1506632,CO2 Fire Extinguisher Manual Activation Box,二氧化碳滅火設備手動啟動裝置,,交通運輸站,,2012-11-26
1506633,CO2 Fire Extinguisher Manual Stop Box,二氧化碳滅火設備緊急暫停裝置,,交通運輸站,,2012-11-26
1506634,Sprinkler Activation Switch,撒水設備動啟動開關,,交通運輸站,,2012-11-26
1506635,Foam System Manual Switch,泡沫系統手動開關,,交通運輸站,,2012-11-26
1506636,Mobile Foam Fire Extinguisher,移動式泡沫滅火設備,,交通運輸站,,2012-11-26
1506637,Under Maintenance,維修設備中     暫停使用,,交通運輸站,,2012-11-26
1506638,Out of order,設備故障,,交通運輸站,,2012-11-26
1506639,Press and hold for 3-5 seconds,請持續按鈕3-5秒,,交通運輸站,,2012-11-26
1506640,Emergency Button,緊急按鈕開關,,交通運輸站,,2012-11-26
1506641,Reverse osmosis water filter. White bubbles are normal when water is being dispensed. ,本系統為逆滲透純水系統，且有臭氧殺菌功能，故水剛押出來有白色氣泡為正常現象，請安心飲用,,交通運輸站,,2012-11-26
1506642,System temporarily out of service for sterilization. Sorry for any inconvenience.,本飲水系統正施行衛生管線消毒，暫停使用，敬請見諒。,,交通運輸站,,2012-11-26
1506643,Coin Insert,硬幣投入口,,交通運輸站,,2012-11-26
1506644,Taiwan Coins Only,限投台灣硬幣,,交通運輸站,,2012-11-26
1506645,NT Bill Insert,紙鈔投入口,,交通運輸站,,2012-11-26
1506646,Please follow instructions.,請依1.2.3順序操作,,交通運輸站,,2012-11-26
1506647,Insert coins or bills.,投入硬幣或紙鈔。,,交通運輸站,,2012-11-26
1506648,"Select A, B or C.",按選擇鍵A或B或C。,,交通運輸站,,2012-11-26
1506649,"If the machine does not function, please call (03) 398-2325 and tell us machine number.",如遇機器暫停服務或故障時，請撥電話：（03）398-2325通知服務人員並告知本機器之編號,,交通運輸站,,2012-11-26
1506650,"If the machine does not function, please call (03) 398-2325 and tell us machine number.",故障時，請先查明兌幣機編號後電話通知維護人員，電話：（03）398-2325,,交通運輸站,,2012-11-26
1506651,Take Card,取出卡片,,交通運輸站,,2012-11-26
1506652,Take coins,取出硬幣,,交通運輸站,,2012-11-26
1506653,Processing,處理中,,交通運輸站,,2012-11-26
1506654,Processing,處理中,,交通運輸站,,2012-11-26
1506655,Take your coins,取幣口,,交通運輸站,,2012-11-26
1506656,Use the intercom if you need assistance.,如有需要協助，請使用對講機,,交通運輸站,,2012-11-26
1506657,Emergency Button,緊急按壓開關,,交通運輸站,,2012-11-26
1506658,No running or pushing in the play area.,請小朋友發揮禮讓精神，請勿在遊戲場中奔跑或推擠，以免發生危險,,交通運輸站,,2012-11-26
1506659,Please use play area facilities with care.,請發揮公德心，愛惜使用本遊戲場內之設施,,交通運輸站,,2012-11-26
1506660,Please play safely.,請注意遊戲安全,,交通運輸站,,2012-11-26
1506661,Please remove shoes before entering play area.,進入兒童遊戲場前，請脫鞋。,,交通運輸站,,2012-11-26
1506662,Baggage Cart Parking,手推車放置處,,交通運輸站,,2012-11-26
1506663,Evacuation Route,緊急逃生路線,,交通運輸站,,2012-11-26
1506664,Facilities and Services Directory,設施服務指南,,交通運輸站,,2012-11-26
1506665,Please remove shoes before entering play area.,進入兒童遊戲場前，請脫鞋。,,交通運輸站,,2012-11-26
1506666,Please do not use unauthorized taxis.,確保旅客安全與權益 請勿搭乘違規營業車輛,,交通運輸站,,2012-11-26
1506667,Safety Rules,安全規定,,交通運輸站,,2012-11-26
1506668,No carts.,行李手推車禁上電扶梯,,交通運輸站,,2012-11-26
1506669,No waiting.,請勿停留,,交通運輸站,,2012-11-26
1506670,No standing in doorway area.,活動門伸縮範圍請勿靠立,,交通運輸站,,2012-11-26
1506671,Hold Open ,延長開門開關,,交通運輸站,,2012-11-26
1506672,Open,開門開關 ,,交通運輸站,,2012-11-26
1506673,Close ,關門開關,,交通運輸站,,2012-11-26
1506674,Operating Manual,操作說明書 ,,交通運輸站,,2012-11-26
1506675,Transfer passengers only,本 電 梯 僅 供 接 駁 與 轉 機 旅 客 使 用,,交通運輸站,,2012-11-26
1506676,"In case of emergency, press button for assistance.",危急時、按下呼叫鈕 立即可與通訊人員通話,,交通運輸站,,2012-11-26
1506677,Emergency Intercom,緊急通話機 ,,交通運輸站,,2012-11-26
1506678,Only NT$10 coins are available.,本兌幣機只限兌換10元硬幣。,,交通運輸站,,2012-11-26
1506679,High Speed Rail Shuttle Bus and City Express Bus Waiting Area (沒有隔間的空間)  ,往高鐵接駁車/市區巴士候車室,,,,2012-11-26
1506680,Take Card or Change,購買電話卡或兌換硬幣,,,,2012-11-26
1506681,This machine accepts NT$10 and NT$5 coins.,本兌幣機可以投入台幣10元及台幣5元硬幣,,,,2012-11-26
1506682,NT$5 coins will be changed to NT$1 coins. ,投入台幣5元硬幣將自動兌換台幣1元硬幣,,,,2012-11-26
1506683,Insert NT$10 coin and make a selection.,投入台幣10元硬幣，按鈕燈亮後可依需要選擇。,,,,2012-11-26
1506684,10 NT$1 coins,台幣10元兌換台幣1元硬幣10枚,,,,2012-11-26
1506685,2 NT$5 coins,台幣10元兌換台幣5元硬幣2枚,,,,2012-11-26
1506686,5 NT$1 coins and 1 NT$5 coin,台幣10元兌換台幣1元硬幣5枚及台幣5元硬幣1枚,,,,2012-11-26
1506687,Elevator does not stop at this floor.,本樓層不開放使用,,,,2012-11-26
1506688,To 4th Floor Only,至4樓開關,,,,2012-11-26
1506689,Payment Voucher Room,憑單室,,,,2012-11-26
1506690,We continue service through lunchtime (12:00~13:30).,中午不打烊服務時間：中午12時至13時30分,,,,2012-11-26
1506691,"Lunchtime Services Include: National Health Insurance, Public Bulletin Board Use, Senior Citizen and Disability IC Cards, Senior Citizen Basic Annuity,  Low Income Household Certificates, Middle/Low Income Senior Citizen Certificates, Military Reservist S",中午不打烊服務項目：全民健保業務、公用廣告欄申請張貼、敬老愛殘IC卡、佬人基本保證年金、低收入戶及中低老人證明申請、後備軍人歸鄉報到、役男服役證明、免役證明。,,,,2012-11-26
1506692,No Vehicle Entry ,園區柵門23時至06時管制，車輛敬請改道。,,,,2012-11-26
1506693,No Vendors,禁止設置攤販,,,,2012-11-26
1506694,No Fireworks  ,禁止燃放煙火,,,,2012-11-26
1506695,Park Rules,公園使用須知,,,,2012-11-26
1506696,No Fishing or Water Activities,嚴禁戲水、釣魚,,,,2012-11-26
1506697,No Kites,全面禁止放風箏,,,,2012-11-26
1506698,No Parking ,請勿隨意停置汽、機車輛,,,,2012-11-26
1506699,No Vendors,禁止販賣,,,,2012-11-26
1506700,No Camping or Barbecuing,禁止露營、烤肉,,,,2012-11-26
1506701,Do not pick flowers or plants,嚴禁採折花木,,,,2012-11-26
1506702,Warning: Road ends 600 meters ahead,注意!前方600公尺處道路不通，請勿通行,,,,2012-11-26
1506703,Steep Slope,下坡路段減速慢行,,,,2012-11-26
1506704,Parking lot entrance 300 meters ahead on right,停車場入口 前方300公尺右轉,,,,2012-11-26
1506705,No parking at any time,0-24時本路段含人行道禁止臨時停車,,,,2012-11-26
1506706,Shuijuetou Park Parking Lot,水堀頭公園停車場,,,,2012-11-26
1506707,AUO Staff Dormitory,友達宿舍,,,,2012-11-26
1506708,Park is closed during rainy season.,雨季時公園完全封閉,,,,2012-11-26
1506709,Do not climb over railings,大排欄杆禁止攀越,,,,2012-11-26
1506710,No Parking,請勿隨意停置汽、機車輛,,,,2012-11-26
1506711,"Any form of vandalism, including graffiti and taking flowers or plants, is strictly prohibited.",嚴禁採折花木，於樹木、岩石及標示牌加刻文字或圖形,,,,2012-11-26
1506712,Emergency Hotline,緊急聯絡電話,,,,2012-11-26
1506713,Standard Factory Phase I,標準廠房一期,,,,2012-11-26
1506714,Bikeway  ,自行車道,,,,2012-11-26
1506715,View of Detention Pond,滯洪池景觀,,,,2012-11-26
1506716,Direct Line,專線,,,,2012-11-26
1506717,Special Police,保警,,,,2012-11-26
1506718,Emergency Response Center  ,應變中心,,,,2012-11-26
1506719,Regular Office Hours,平時上班時間,,,,2012-11-26
1506720,Environmental Resources Center,環境資源中心,,,,2012-11-26
1506721,Staff Dormitory,員工宿舍,,,,2012-11-26
1506722,Disabled Passengers Only,身心障礙專用通道　,,,,2012-11-26
1506723,"No climbing on equipment, seats or railings in play area.",請勿在遊戲場攀爬設施物，座椅及欄杆等，以免發生危險。,,,,2012-11-26
1506724,This play area is for children 12 or under.  Children 3 or under or with special needs must be accompanied by adults.,本遊戲場設施限12歲以下剩童使用，3歲以下或狀況特殊之兒童需要成人陪同使用,,,,2012-11-26
1506725,Children must be accompanied by adults when riding escalators. ,兒童搭乘電扶梯(電走道)請家長注意其安全，勿在電扶梯 (電走道)上嬉戲,,,,2012-11-26
1506726,"In the event of fire, flood or earthquake, stop on the nearest floor and exit the elevator immediately. (Do not use the elevator in case of power failure, fire or earthquake.)",電梯運轉中，突遇火災、水災、地震請按最近樓層或停止樓層，迅速離開(預知停電、火災、地震請勿搭乘電梯)   ,,,,2012-11-26
1506727,Please do not try to force elevator doors open.,請勿嘗試打開電梯內外門，以防止墜落或意外發生,,,,2012-11-26
1506728,Please stay calm and wait for assistance. This elevator is ventilated.,電梯內非密閉空間，空氣是流通的請勿慌張，靜待救援,,,,2012-11-26
1506729,"If you are trapped in this elevator, use the intercom or other communication device to call for help.",被困於電梯時，請按對講機或利用通訊設備與管理員或保養公司聯絡  ,,,,2012-11-26
1506730,"In case of emergency, please use this telephone to contact Central Control Room.",若遇緊急事件請用緊急電話與中控室連絡,,,,2012-11-26
1506731,"Passengers who are elderly, disabled, travelling with children or excess baggage, please use elevator (at the back).",老弱婦孺及行動不便及攜帶大件或多件行李旅客請搭後方電梯,,,,2012-11-26
1506732,IN CASE OF EMERGENCY ,緊急通話機 緊急時按下呼叫鈕通話,,,,2012-11-26
1506733,Intercom,對講機 按下呼叫鈕通話,,,,2012-11-26
1506734,ATTENTION: Children should not play on moving walkway.  ,注意：請勿讓孩童在電走道上嬉戲以維護安全。    ,,,,2012-11-26
1506735,City Shuttle Bus Boarding Area,機場巴士 上車處,,,,2012-11-26
1506736,Tour Bus Boarding Area,團體旅遊 上車處,,,,2012-11-26
1506737,"If the machine does not function, please call (03) 398-2325 and tell us machine number.",1. 如遇機器暫停服務或故障時，請撥電話：（03）398-2325通知服務人員並告知本機器之編號。2.故障時，請先查明兌幣機編號後電話通知維護人員，電話：（03）398-2325。,,,,2012-11-26
1506738,"Passengers traveling with large or multiple pieces of baggage, please use the right-side elevator at the back.",攜帶大件或多件行李旅客請搭右後方電梯,,,,2012-11-26
1506739,"Do not use torn, stained bills or worn, damaged coins.","紙鈔破損或有污漬,硬幣變形或磨損過度,機器辨識不易請儘量避免使用。",,,,2012-11-26
1506740,Safe Routes,安全路線,,,,2012-11-26
1506741,Changhua County Indigenous Peoples Activity Center,彰化縣原住民生活館,,,,2012-11-26
1506742,Consultation Area,協談諮商服務區,,,,2012-11-26
1506743,Medical Records Room,病歷室,,,,2012-11-26
1506744,Pediatric Health Care Room,嬰幼兒預防保健室,,,,2012-11-26
1506745,GYN Examination Room,子抹室,,,,2012-11-26
1506746,1.Consultation Room  2.Consulting Room,診療室,,,,2012-11-26
1506747,License and Certificate Room,證照室,,,,2012-11-26
1506748,Physical Examination Room,體檢室,,,,2012-11-26
1506749,Clinical Psychology Room,心理衛生室,,,,2012-11-26
1506750,Practical Training Room,學生實習室,,,,2012-11-26
1506751,Vaccination Registration,預注登錄處: ,,,,2012-11-26
1506752,Writing Area ,資料填寫區,,,,2012-11-26
1506753,Diaper Changing Station,嬰兒換尿布檯,,,,2012-11-26
1506754,Medical Certification Bulletin Board,醫藥證照專用布告欄,,,,2012-11-26
1506755,Outpatient Services,門診服務項目,,,,2012-11-26
1506756,1.Quit Smoking Clinic  2.Stop Smoking Clinic,戒菸門診,,,,2012-11-26
1506757,"Environmental Protection Bureau Laboratory, Hsinchu County",新竹縣政府環境保護局檢驗室,,,,2012-11-26
1506758,Construction Work Air Pollution Fee Application and Payment Counter,營建工程空污費申請櫃檯,,,,2012-11-26
1506759,1.Officers' Office(若是辦公室門上的標示可以用'Officers'即可)2.Office of Village Officers,里幹事辦公室,,,,2012-11-26
1506760,On Duty:,值班人員,,,,2012-11-26
1506761,1.Cable Car Station,纜車站,,,,2012-11-26
1506762,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506763,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506764,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506765,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506766,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506767,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506768,No Swimming,禁止在航道、碼頭邊游泳。,,,,2012-11-26
1506769,History Gallery,史料館,,,,2012-11-26
1506770,Meinong  Story  House,美濃故事館,,,,2012-11-26
1506771,Meinong Sports Hall of Fame,美濃運動名人館,,,,2012-11-26
1506772,Qishan Confucius Temple,旗山孔廟,,,,2012-11-26
1506773,Grief Counseling Room,悲傷輔導室,,,,2012-11-26
1506774,1.Funeral Hall ,靈堂,,,,2012-11-26
1506775,Memorial Building (Funeral Home) ,追思園,,,,2012-11-26
1506776,Memorial Park,生命紀念園區,,,,2012-11-26
1506777,Crematorium  ,羽化館,,,,2012-11-26
1506778,Eternal Park Pagodas,永生園,,,,2012-11-26
1506779,"Yanhe Nursery (commissioned by Zhushan Town Office, managed by Tom Kindergarten) ",南投縣竹山鎮公所委託湯姆幼兒所辦理延和托兒所,,,,2012-11-26
1506780,"Mortuary Services and Religious Affairs Office, Dongshi Township, Yunlin County",雲林縣東勢鄉立殯葬宗教管理所,,,,2012-11-26
1506781,"Tongluo Township Election Center, Miaoli County Election Commission",苗栗縣選舉委員會銅鑼鄉選務作業中心,,,,2012-11-26
1506782,Qingpu Sports Park,青埔運動公園,,,,2012-11-26
1506783,National Experimental High School at Central Taiwan Science Park(NEHS),國立中科實驗高級中學,,,,2012-11-26
1506784,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
1506785,Visitor Safety Notice,遊客安全須知,,,,2012-11-26
