ID,英文名稱,中文名稱,圖片,學門,更新時間,更新日期
17634215,corpora allatum,咽喉側腺,,高中生物,,2022-07-15
17634216,pituitary dwarfism,垂體[性]侏儒症,,高中生物,,2022-07-15
17634217,antagonistic hormone,拮抗激素,,高中生物,,2022-07-15
17634218,synaptic signaling,突觸傳訊,,高中生物,,2022-07-15
17634219,dipeptidase,雙肽酶,,高中生物,,2022-07-15
17634220,latency,潛伏態,,高中生物,,2022-07-15
17634221,latent period,潛伏期,,高中生物,,2022-07-15
17634222,pollinia {sing. pollinium},花粉塊,,,,2022-07-15
17634223,PCBs {polychlorinated biphenyls},多氯聯苯[類],,生態學,,2022-07-15
17634225,drosomycin,果蠅抗菌素,,高中生物,,2022-07-15
17634226,prolactin-releasing hormone {= PRLH},催乳素釋素,,高中生物,,2022-07-15
17634227,PRLH {prolactin-releasing hormone},催乳素釋素,,高中生物,,2022-07-15
17634228,prolactin-inhibiting hormone {= PRLIH},催乳素抑素,,高中生物,,2022-07-15
17634229,PRLIH {prolactin-inhibiting hormone},催乳素抑素,,高中生物,,2022-07-15
17634230,tuberculosis,結核病,,高中生物,,2022-07-15
17634231,appendicitis,闌尾炎；盲腸炎 {俗稱},,高中生物,,2022-07-15
17634232,pyloric sphincter,幽門括約肌,,高中生物,,2022-07-15
17634234,crossing over rate,互換率 {重組[頻]率之俗稱},,,,2022-07-15
17634235,hallucinatory effect,幻覺效應,,高中生物,,2022-07-15
17634236,hand-eye coordination,手眼協調,,高中生物,,2022-07-15
17634237,all-or-none response,全或無反應,,高中生物,,2022-07-15
17634238,synthesis phase {= S phase},DNA合成期 {細胞週期},,<p>高中生物</p>,,2022-07-15
17634239,scrapie,羊搔癢症,,高中生物,,2022-07-15
17634240,artificial passive immunity,人工被動免疫,,高中生物,,2022-07-15
17634241,incretin,腸泌素,,高中生物,,2022-07-15
17634242,SCUBA {self-contained underwater breathing apparatus},水肺；自給式水下呼吸器,,生態學,,2022-07-15
17634243,Spirillum,螺[旋]菌屬,,,,2022-07-15
17634244,suspension feeder,懸浮物攝食者,,高中生物,,2022-07-15
17634245,leuconoid sponge,複溝型海綿,,,,2022-07-15
17634246,asconoid sponge,單溝型海綿,,,,2022-07-15
17634247,sympathetic nervous system,交感神經系統,,高中生物,,2022-07-15
17634248,parasympathetic nervous system,副交感神經系統,,高中生物,,2022-07-15
17634249,synaptic connection,突觸聯結,,高中生物,,2022-07-15
17634250,synapse elimination,突觸削減,,高中生物,,2022-07-15
17634251,presynaptic cell,突觸前細胞,,高中生物,,2022-07-15
17634252,postsynaptic cell,突觸後細胞,,高中生物,,2022-07-15
17634253,postsynaptic potential,突觸後電位,,高中生物,,2022-07-15
17634254,tannin,單寧,,高中生物,,2022-07-15
17634255,test cross; testcross,試交,,細胞生物,,2022-07-15
17634257,thyrotropin; thyroid-stimulating hormone {= TSH},促甲狀腺素；甲狀腺刺激素；甲促素,,,,2022-07-15
17634258,TRH { thyroid-stimulating hormone releasing hormone}; thyrotropin-releasing hormone,甲狀腺刺激素釋素；促甲狀腺素釋素；甲促素釋素,,,,2022-07-15
17634259,thyrotropin-releasing hormone; thyroid-stimulating hormone releasing hormone {= TRH},促甲狀腺素釋素；甲狀腺刺激素釋素；甲促素釋素,,,,2022-07-15
17634260,tetraiodothyronine; thyroxine,四碘甲[狀]腺胺酸；甲狀腺素,,高中生物,,2022-07-15
17634261,Hodgkin’s disease,霍奇金[氏]病,,高中生物,,2022-07-15
17634262,TAC {total allowable catch},總容許漁獲量,,生態學,,2022-07-15
17634263,TOM {total organic matter},總有機物,,生態學,,2022-07-15
17634266,clinical research,臨床研究,,,,2022-07-15
17634267,T3 {triiodothyronine},三碘甲[狀]腺胺酸,,高中生物,,2022-07-15
17634268,prothoracicotropic hormone,促前胸腺素,,高中生物,,2022-07-15
17634269,umami,鮮味,,高中生物,,2022-07-15
17634270,undernutrition; undernourishment,營養不足,,高中生物,,2022-07-15
17634271,water-soluble vitamin,水溶性維生素,,高中生物,,2022-07-15
17634272,fat-soluble vitamin,脂溶性維生素,,高中生物,,2022-07-15
17634273,wobble base pair,搖擺鹼基對 {核酸},,,,2022-07-15
17634274,cerebro-hepato-renal syndrome; Zellweger syndrome,齊威格[氏]症；腦肝腎症,,生命科學,,2022-07-15
17634275,zooflagellate,動鞭毛蟲,,生命科學,,2022-07-15
17634276,herd immunity,群體免疫,,生命科學,,2022-07-15
17634277,membrane attack complex,攻膜複合體,,生命科學,,2022-07-15
17634278,defensin,防禦肽,,高中生物,20220808修訂,2022-08-08
17634279,Klinefelter's syndrome,克萊恩費特氏症；克氏症候群,,高中生物,,2022-07-15
17634280,enteropeptidase; enterokinase,腸激酶,,高中生物,,2022-07-15
17634281,olfactory mucosa,嗅覺黏膜,,高中生物,,2022-07-15
17634282,patellar tendon reflex,膝腱,,高中生物,,2022-07-15
17634283,quadriceps femoris,股四頭肌,,高中生物,,2022-07-15
17634284,biceps femoris,股二頭肌,,高中生物,,2022-07-15
17634285,polypeptide hormone,多肽[類]激素,,高中生物,,2022-07-15
17634286,glycoprotein hormone,醣蛋白[類]激素,,高中生物,,2022-07-15
17634287,opsonization,調理作用；助噬作用,,高中生物,,2022-07-15
17634288,opsonin,調理素；調理蛋白,,高中生物,,2022-07-15
17634289,enterokinase; enteropeptidase,腸激酶；腸肽酶,,高中生物,,2022-07-15
17634290,blunt end,[齊]平端 {限制酶},,高中生物,,2022-07-15
17634291,blunt-end ligation,[齊]平端連接,,高中生物,,2022-07-15
17634292,sticky-end ligation,黏[性]端連接,,高中生物,,2022-07-15
17634293,abiogenesis,無生源說；自然發生說,,高中生物,,2022-07-15
17634294,phytohormone; plant hormone,植物荷爾蒙；植物激素,,高中生物,,2022-07-15
17634295,nonhomologous chromosomes,非同源染色體,,高中生物,,2022-07-15
17634296,non-sister chromatid,非姊妹染色分體,,高中生物,20220616修訂,2022-07-15
17634297,arginine vasopressin,精胺酸[血管]加壓素,,高中生物,,2022-07-15
17634298,reductive evolution,縮減式演化,,高中生物,,2022-07-15
17634299,organic evolution,生物[體]演化,,高中生物,,2022-07-15
17634300,Allee effect; Allee's effect,阿利效應,,高中生物,,2022-07-15
17634301,intrinsically disordered protein,內在不定構形蛋白質,,,,2022-07-15
17634303,reference genome,參考基因體,,,,2022-07-15
17634304,RNA sequencing {= RNA-seq},RNA定序,,,,2022-07-15
17634305,RNA-seq {RNA sequencing},RNA定序,,,,2022-07-15
17634306,personalized medicine,個人化醫療,,,,2022-07-15
17634307,precision medicine,精準醫療,,,,2022-07-15
17634308,homologous pair,同源[染色體]對 {生物},,,,2022-07-15
17634309,protein-coding gene,蛋白質編碼[型]基因,,,,2022-07-15
17634310,cycle threshold value {= Ct value},[擴增]循環閾值,,,,2022-07-15
17634311,Ct value {cycle threshold value},[擴增]循環閾值,,,,2022-07-15
17634312,exome,外顯體,,,,2022-07-15
17634313,exponential phase,指數期,,,,2022-07-15
17634314,stationary phase,穩定期,,,,2022-07-15
17634315,decline phase,衰減期,,,,2022-07-15
17634317,wall teichoic acid,壁磷壁酸,,,,2022-07-15
17634318,lipoteichoic acid,脂磷壁酸,,,,2022-07-15
17634319,peptide YY; PYY,YY肽,,高中生物,,2022-07-15
17634320,PYY; peptide YY,YY肽,,高中生物,,2022-07-15
17634321,clustered regularly interspaced short palindromic repeats {= CRISPR},[規律間隔]重複[短]迴文序列簇,,高中生物,,2022-07-15
17634325,COVID-19,2019冠狀病毒病,,高中生物,,2022-07-15
17634326,emerging infectious disease,新興傳染病,,高中生物,,2022-07-15
17634327,functional magnetic resonance imaging {= fMRI},功能性磁振造影,,高中生物,,2022-07-15
17634328,fMRI {functional magnetic resonance imaging},功能性磁振造影,,高中生物,,2022-07-15
17634329,iso-osmotic solution; isosmotic solution,等滲溶液,,生命科學,,2022-07-15
17634330,isosmotic solution; iso-osmotic solution,等滲溶液,,生命科學,,2022-07-15
17634331,control group,對照組,,生命科學,,2022-07-15
17634332,experimental group,實驗組,,生命科學,,2022-07-15
17634333,Benedict’s test,本氏試驗,,生命科學,,2022-07-15
17634334,field cancerization,區塊癌化,,生命科學,,2022-07-15
17634336,animal pharming,動物基改製藥,,生命科學,,2022-07-15
17634339,simple squamous epithelium,單層扁平上皮,,生命科學,,2022-07-15
17634340,stratified squamous epithelium,多層扁平上皮,,生命科學,,2022-07-15
17634341,simple columnar epithelium,單層柱狀上皮,,生命科學,,2022-07-15
17634342,pseudostratified columnar epithelium,擬多層柱狀上皮,,生命科學,,2022-07-15
17634343,polydendrocyte,多樹突細胞,,高中生物,,2022-07-15
17634344,organophosphate pesticide,有機磷殺蟲劑,,高中生物,,2022-07-15
17634345,autonomic ganglion,自律神經節,,高中生物,,2022-07-15
17634346,autonomic arousal,自主清醒,,<p>高中生物</p>,,2022-07-15
17634347,heme oxygenase,血基質加氧酶,,高中生物,,2022-07-15
17634348,primary sensory area,初級感覺區,,高中生物,,2022-07-15
17634349,transitional epithelium,變形上皮,,生命科學,,2022-07-15
18718777,transducin,轉導蛋白,,,,2022-07-15
18718778,visual phototransduction,視覺光轉導,,,,2022-07-15
18718779,orexin; hypocretin,醒食素；下視丘泌素,,,,2022-07-15
18718780,hypocretin; orexin,下視丘泌素；醒食素,,,,2022-07-15
18718781,dynorphin,強啡肽,,,,2022-07-15
18718782,mechanotransduction,機械[力]轉導,,,,2022-07-15
18718783,nerve conduction velocity,神經傳導速度,,,,2022-07-15
18718784,nociception,傷痛覺,,,,2022-07-15
18718785,thermoception,溫度感覺,,,,2022-07-15
18718786,capsaicin receptor,辣椒素受體,,,,2022-07-15
18718787,next-generation nucleotide sequencing {= NGS},次世代核苷酸定序,,,,2022-07-15
18718788,NGS {next-generation nucleotide sequencing},次世代核苷酸定序,,,,2022-07-15
18718789,olfactory receptor,嗅覺受器,,,,2022-07-15
18718790,bundle-sheath cell,[維管]束鞘細胞,,,,2022-07-15
18718791,hemagglutinin,血球凝集素,,,,2022-07-15
18718792,sialic acid receptor,唾液酸受體,,,,2022-07-15
18718793,neuraminidase,神經胺糖酸[苷]酶,,,,2022-07-15
18718794,immunochromatography,免疫層析術,,,,2022-07-15
18718795,spike protein,棘蛋白,,,,2022-07-15
18718796,lymph capillary,微淋巴管,,,,2022-07-15
18718797,cystatin C,胱蛋白Ｃ,,,,2022-07-15
18718798,cell biology,細胞生物學,,,,2022-07-15
18718799,chromosomal breakage,染色體斷裂,,,,2022-07-15
18718800,synthetic DNA,人工合成DNA,,,,2022-07-15
18718801,artificial gene synthesis,基因人工合成,,,,2022-07-15
18718802,slow-twitch muscle,慢縮肌,,,,2022-07-15
18718803,fast-twitch muscle,快縮肌,,,,2022-07-15
19441677,lipidation,脂化[作用],,,,2022-06-16
19441678,lipoylation,硫辛醯化,,,,2022-07-15
19441679,delphinidin,翠雀花素；飛燕草素,,,,2022-07-15
19441680,polar auxin transport,生長素趨向運輸,,,,2022-07-15
19441681,lateral geniculate nucleus,外[側]膝狀體,,,,2022-07-15
19441682,medial geniculate nucleus,內膝狀體,,,,2022-07-15
19441684,neoplasm,贅瘤,,,,2022-07-15
19441685,modern evolutionary synthesis,現代演化綜論,,,,2022-07-15
19441686,genetic trait,遺傳表徵,,,,2022-07-15
19441687,high-throughput sequencing,高通量定序,,,,2022-07-15
19441688,macula,位覺斑 {內耳},,,,2022-07-15
19441689,homologous gene,同源基因,,,,2022-07-15
19441690,mimivirus,擬菌病毒,,,,2022-07-15
19441691,mucormycosis,黑真菌感染症,,,,2022-07-15
19441692,multienzyme complex,多酵素複合體,,,,2022-07-15
19441693,touch receptor,觸覺受器,,,,2022-07-15
19441694,blood transfusion,輸血,,,,2022-07-15
19441695,golden rice,黃金米,,,,2022-07-15
19441696,antifreeze protein,抗凍蛋白,,,,2022-07-15
19441697,bacterial colonization,細菌拓殖,,,,2022-07-15
19441698,chitinase,幾丁質酶,,,,2022-07-15
19441699,phenotypic trait,表徵,,,,2022-07-15
19441700,allelic form,等位基因型式,,,,2022-07-15
19441701,segmentation contraction; segmentation movement,分節收縮；分節運動,,,,2022-07-15
19441702,segmentation movement; segmentation contraction,分節收縮；分節運動,,,,2022-07-15
19441703,synuclein,突觸核蛋白,,,,2022-07-15
19441704,synaptagmin,突觸偵鈣蛋白,,,,2022-07-15
19441705,testicle; testis {pl. testes},睪丸,,,,2022-07-15
19441706,rapid screening test,快速篩檢；快篩,,,,2022-07-15
19441707,developmental biology,發育生物學,,,,2022-07-15
19441708,stretch receptor,伸張受器,,,,2022-07-15
19441709,virulent virus,致病型病毒,,,,2022-07-15
19441710,autosomal recessive disorder,體染色體隱性疾病,,,,2022-07-15
19441711,autosomal dominant disorder,體染色體顯性疾病,,,,2022-07-15
19441712,contact inhibition,接觸抑制[現象],,,,2022-07-15
19441713,genetic manipulation,基因操作,,,,2022-07-15
19441714,cytokine storm,細胞介素風暴,,,,2022-07-15
19441715,fragile X syndrome,脆弱X染色體症,,,,2022-07-15
19695684,lining epithelium; covering epithelium,內襯性上皮；披覆性上皮,,,,2022-07-19
19695685,covering epithelium; lining epithelium,披覆性上皮；內襯性上皮,,,,2022-07-19
19695686,glandular epithelium,腺體性上皮,,,,2022-07-19
19695687,olfactory epithelium,嗅覺上皮,,,,2022-07-19
19695688,protein denaturation,蛋白質變性,,,,2022-07-19
19695689,sister chromatid exchange,姊妹染色分體交換,,,,2022-07-19
19695690,DNA paternity testing,DNA親子鑑定,,,,2022-07-19
19695691,somatostatin; growth hormone-inhibiting hormone,體抑素；生長激素抑素,,,,2022-07-19
19695692,growth hormone-inhibiting hormone; somatostatin,體抑素；生長激素抑素,,,,2022-07-19
19695693,gene vector,基因載體,,,,2022-07-19
19695694,emerging virus,新興病毒,,,,2022-07-19
19695695,cotransport,共運輸,,,,2022-07-19
19695696,cystinuria,胱胺酸尿症,,,,2022-07-19
19695697,demographic transition,人口轉型,,,,2022-07-19
19695698,dioecy,雌雄異體,,,,2022-07-19
19695699,myxoma virus,黏液瘤病毒,,,,2022-07-19
19695700,myxospore,黏[菌]孢子,,,20220808修訂,2022-08-08
19695701,myxobacteria; slime bacteria,黏液菌,,,20220808修訂,2022-08-08
19695702,slime bacteria; myxobacteria,黏液菌,,,20220808修訂,2022-08-08
19695703,neuromast,側線神經受器,,,,2022-07-19
19695704,nucleariid,核形蟲,,,,2022-07-19
19695705,ornithine,鳥胺酸,,,,2022-07-19
19695706,acrosomal process,頂體突起,,,,2022-07-19
19695707,animal hemisphere; animal pole,動物性半球；動物性極,,,,2022-07-19
19695708,vegetal hemisphere; vegetal pole,植物性半球，植物性極,,,,2022-07-19
19695709,apoptotic protein,細胞凋亡相關蛋白,,,,2022-07-19
19695710,anti-apoptotic protein,抗細胞凋亡蛋白,,,,2022-07-19
19695711,pro-apoptotic protein,促細胞凋亡蛋白,,,,2022-07-19
19695712,autorhythmic cell,自律性細胞,,,,2022-07-19
19695713,avirulent pathogen,非致病性病原體；無毒性病原體,,,,2022-07-19
19695714,cystine,胱胺酸,,,,2022-07-19
20155801,apicoplast,頂複胞器,,,,2022-08-08
20155802,sternal keel,龍骨突起,,,20220808修訂,2022-08-08
20155803,spicule,骨針,,,20220808修訂,2022-08-08
20155804,somatosensation,體感,,,,2022-08-08
20155805,somatosensory system,體感系統,,,,2022-08-08
20155806,somatosensory receptor,體感受器,,,,2022-08-08
20155807,purple sulfur bacteria,紫硫菌,,,,2022-08-08
20155808,quorum sensing,群體感應,,,,2022-08-08
20155809,sensitive plant,感應植物,,,,2022-08-08
20155810,Pribnow box,普里諾[氏]匣,,,,2022-08-08
20155811,sense strand,有[意]義股,,,,2022-08-08
20155812,noncoding strand,非編碼股,,,,2022-08-08
20155813,shade avoidance,遮蔭迴避,,,,2022-08-08
20155814,phototropin,促向光蛋白,,,,2022-08-08
20155815,transthyretin,運甲狀腺素蛋白,,,,2022-08-08
20155816,amylin,類澱粉[肽]激素,,,,2022-08-08
20155817,abry disease,法布瑞[氏]病,,,,2022-08-08
20155818,replicase,複製酶,,,,2022-08-08
20155819,oxidative glycolysis,有氧糖解,,,,2022-08-08
20155820,anaerobic glycolysis,無氧糖解,,,,2022-08-08
20155821,aplysia; sea hare,海兔,,,,2022-08-08
20155822,sea hare; aplysia,海兔,,,,2022-08-08
20155823,sea slug,海蛞蝓,,,,2022-08-08
20155824,sporozoan,孢子蟲,,,,2022-08-08
20155825,sporozoite,子孢子蟲,,,,2022-08-08
20155826,sporogony,孢子蟲增殖,,,,2022-08-08
20155827,viral movement protein,病毒移動蛋白,,,,2022-08-08
20155828,insecticidal crystal protein; delta toxin,殺蟲性結晶蛋白,,,,2022-08-08
20155829,delta toxin; insecticidal crystal protein,殺蟲性結晶蛋白,,,,2022-08-08
20155830,venom antiserum; antivenin,抗毒液血清,,,,2022-08-08
20155831,anorexia nervosa,神經性厭食症,,,,2022-08-08
20155832,azidothymidine,三[疊]氮胸腺核苷,,,20220912修訂,2022-09-12
20884736,arbuscule,叢枝吸器,,,,2022-09-12
20884737,athlete’s foot,足癬症；香港腳,,,,2022-09-12
20884738,allolactose,異乳糖,,,,2022-09-12
20884740,emergent property,新生特質,,,,2022-09-12
20884741,vitellogenesis,卵黃生成,,,,2022-09-12
20884742,plantibody,植生抗體,,,,2022-09-12
20884743,ochratoxin,赭麴毒素,,,,2022-09-12
20884744,transcriptional regulation; transcriptional control,轉錄調控,,,,2022-09-12
20884745,myometrium,子宮肌層,,,,2022-09-12
20884746,thermoacidophile,嗜熱酸菌,,,,2022-09-12
20884747,citrulline,瓜胺酸,,,,2022-09-12
20884748,hemoprotein; heme protein,血基質蛋白,,,,2022-09-12
20884749,plasmin,血纖蛋白酶,,,,2022-09-12
20884750,plasminogen,血纖蛋白酶原,,,,2022-09-12
20884751,tissue plasminogen activator,組織血纖蛋白酶原活化蛋白,,,,2022-09-12
20884752,streptavidin,鏈球[菌]親生物素蛋白,,,,2022-09-12
20884753,biotinylation,生物素化,,,,2022-09-12
