ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
2700585,spring tide,大潮,,大潮,104.11.09,2016-09-13
2700586,stability,穩定性,,稳定性,104.11.09,2016-09-13
2700587,stabilizing selection,穩定[型]天擇,,稳定选择,104.11.09,2016-09-13
2700588,stable age distribution,穩定年齡分佈,,稳定年龄分布；稳定的年龄分布,104.11.09,2016-09-13
2700589,stable cyclic oscillation,穩定週期性振動,,稳定周期性振动,104.11.09,2016-09-13
2700590,stable equilibrium,穩定平衡,,稳定平衡,104.11.09,2016-09-13
2700591,stable limit cycle,穩定極限週期,,稳定极限环,104.11.09,2016-09-13
2700592,stable phytocoenosium,穩定植物群落,,稳定植物群落,104.11.09,2016-09-13
2700593,stable population,穩定族群,,"稳定型种群,固定型种群(stationary population)",104.11.09,2016-09-13
2700594,stagnoplankton,靜水性浮游生物,,静水浮游生物,104.11.09,2016-09-13
2700595,stand,林分,,林分；群落地段,104.11.09,2016-09-13
2700596,stand climate,林地氣候,,林分气候,104.11.09,2016-09-13
2700597,stand density,林分密度,,林分密度,104.11.09,2016-09-13
2700598,stand structure,林分構造,,林分结构；群落地段结构,104.11.09,2016-09-13
2700599,standard deviation,標準差；標準偏差,,标准偏差,104.11.09,2016-09-13
2700600,standard error,標準誤；標準誤差,,标准误差,104.11.09,2016-09-13
2700601,standard metabolic rate{=SMR},標準代謝率,,标准代谢率,104.11.09,2016-09-13
2700602,standing biomass,現存生物量,,现存生物量,104.11.09,2016-09-13
2700603,standing crop,現存[產]量,,现存量,104.11.09,2016-09-13
2700604,standing population,現存族群,,现存种群,104.11.09,2016-09-13
2700605,standing stock,現存量；蘊藏量,,现存量；蕴藏量,104.11.09,2016-09-13
2700606,standing water,靜水,,静水水域,104.11.09,2016-09-13
2700607,standing yield,現存[產]量,,现存产量,104.11.09,2016-09-13
2700608,starchy leaf,澱粉葉,,淀粉叶,104.11.09,2016-09-13
2700609,stare duration hypothesis,凝視時間假說,,凝视时间假说,104.11.09,2016-09-13
2700610,startle effect,驚嚇效應,,惊吓效应,104.11.09,2016-09-13
2700611,state forest,國有林；州有林,,固有林,104.11.09,2016-09-13
2700612,state variable,狀態變數,,状态变量,104.11.09,2016-09-13
2700613,static life table,靜態生命表,,静态生命表,104.11.09,2016-09-13
2700614,static model,靜態模型：靜態模式,,静态模型,104.11.09,2016-09-13
2700615,stationary age distribution,穩定年齡分佈,,固定年龄分布,104.11.09,2016-09-13
2700616,stationary population,穩定族群,,固定型种群,104.11.09,2016-09-13
2700617,statoblast,休眠芽{動物、苔蟲},,休眠芽,104.11.09,2016-09-13
2700618,steady state,恆定狀態；穩定狀態,,稳定状态,104.11.09,2016-09-13
2700619,stem succulent,肉莖植物,,肉茎植物,104.11.09,2016-09-13
2700620,stenochory,窄域分佈,,窄域分布,104.11.09,2016-09-13
2700621,stenohaline,狹鹽性[的],,狭盐性,104.11.09,2016-09-13
2700622,stenohaline species,狹鹽種,,狭盐种,104.11.09,2016-09-13
2700623,stenophagy,狹食性,,狭食性,104.11.09,2016-09-13
2700624,stenotherm,狹溫性生物,,狭温性生物,104.11.09,2016-09-13
2700625,stenothermal species,狹溫種,,狭温种,104.11.09,2016-09-13
2700626,stenotopic,狹棲性,,狭适性,104.11.09,2016-09-13
2700627,steppe,矮莖乾草原,,草原,104.11.09,2016-09-13
2700628,stepping stone hypothesis,[島嶼]墊石假說；[島嶼]踏腳石假說,,脚踏石假说,104.11.09,2016-09-13
2700629,stepping-stone model,[島嶼]墊石模式；[島嶼]踏腳石模式,,脚踏石模型,104.11.09,2016-09-13
2700630,stereotaxis,趨觸性{動物},,趋实性,104.11.09,2016-09-13
2700631,stereotropism,向觸性{植物},,趋实性,104.11.09,2016-09-13
2700632,stereotypic behavio(u)r,刻板行為,,定型行为,104.11.09,2016-09-13
2700633,sterile caste,不育品級,,不育等级,104.11.09,2016-09-13
2700634,sterile-male method,閹雄法,,雄性不育法,104.11.09,2016-09-13
2700635,sterile-male release technique,閹雄釋放技術,,雄性不育释放技术,104.11.09,2016-09-13
2700636,sterility,不稔性；不妊性；不育性,,不育性,104.11.09,2016-09-13
2700637,sticky trap,黏捕器,,黏着诱捕器,104.11.09,2016-09-13
2700638,sticky-trap method,黏捕法,,黏捕法,104.11.09,2016-09-13
2700639,sting pheromone,螫釋費洛蒙,,攻击信息素,104.11.09,2016-09-13
2700640,stochastic,隨機的,,随机的,104.11.09,2016-09-13
2700641,stochastic extinction,隨機滅絕,,随机灭绝,104.11.09,2016-09-13
2700642,stochastic landscape model,隨機景觀模型；隨機地景模型,,随机景观模型,104.11.09,2016-09-13
2700643,stochastic model,隨機模式,,随机模型,104.11.09,2016-09-13
2700644,stochastic system,隨機系統,,随机系统,104.11.09,2016-09-13
2700645,stochastic variable,隨機變數,,随机变数,104.11.09,2016-09-13
2700646,stock,砧木 {植物}；漁撈對象；魚群{漁}；蓄積量{森林},,原种,104.11.09,2016-09-13
2700647,stock assessment,資源評估,,资源评估,104.11.09,2016-09-13
2700648,stock farming,畜牧業,,畜牧业,104.11.09,2016-09-13
2700649,stock rate,放牧率,,单位面积放牧量,104.11.09,2016-09-13
2700650,stocking capacity,可放養量；載畜量,,载畜量,104.11.09,2016-09-13
2700651,stoloniferous plant,走莖植物,,匍匐植物,104.11.09,2016-09-13
2700652,stomata; stoma{si.},氣孔,,气孔,104.11.09,2016-09-13
2700653,stomatal conductance,氣孔導度,,气孔导度,104.11.09,2016-09-13
2700654,stomatal resistance,氣孔阻力,,气孔阻力,104.11.09,2016-09-13
2700655,stomatal transpiration,氣孔蒸散,,气孔蒸腾,104.11.09,2016-09-13
2700656,stored product pest,倉庫害蟲,,仓储有害生物,104.11.09,2016-09-13
2700657,stranger plant,偶見植物,,稀有植物,104.11.09,2016-09-13
2700658,stranger species,偶見種,,稀见种，奇遇种,104.11.09,2016-09-13
2700659,strangler,纏勒植物,,绞杀植物,104.11.09,2016-09-13
2700660,stratification,分層；層化作用,,分层现象,104.11.09,2016-09-13
2700661,stratified random sampling,分層逢機取樣,,分层随机抽样,104.11.09,2016-09-13
2700662,stratified sampling,分層取樣,,分层取样，分层抽样,104.11.09,2016-09-13
2700663,stratosphere,平流層,,平流层,104.11.09,2016-09-13
2700664,stress,緊迫；壓力；應力；逆壓；逆境,,胁迫,104.11.09,2016-09-13
2700665,stress theory,壓力學說,,应激理论,104.11.09,2016-09-13
2700666,stress tolerance,耐逆性,,耐逆性,104.11.09,2016-09-13
2700667,strip cropping,帶狀耕作,,带状耕作,104.11.09,2016-09-13
2700668,structural patch,結構區塊；結構斑塊；結構嵌塊體,,结构斑块,104.11.09,2016-09-13
2700669,structural species,構造種,,构造种,104.11.09,2016-09-13
2700670,Student's t-distribution,[學生氏]t分佈；司徒頓t分佈,,斯氏t分布,104.11.09,2016-09-13
2700671,stygobiont,暗層生物,,暗层生物,104.11.09,2016-09-13
2700672,subalpine flora,亞高山植物相,,亚高山植物区系,104.11.09,2016-09-13
2700673,subalpine zone,亞高山帶,,亚高山带,104.11.09,2016-09-13
2700674,subarctic forest(zone),亞北極林[帶],,亚北极林带,104.11.09,2016-09-13
2700675,Subarctic period,亞北極期,,亚北极期,104.11.09,2016-09-13
2700676,subarctic zone,亞北極帶,,亚北极带,104.11.09,2016-09-13
2700677,subassociation,亞群叢,,亚群丛,104.11.09,2016-09-13
2700678,subclimax,亞極峰,,亚[演替]顶极,104.11.09,2016-09-13
2700679,subdominant species,亞優勢種,,亚优势种,104.11.09,2016-09-13
2700680,subdominant tree,亞優勢木,,亚优势木,104.11.09,2016-09-13
2700681,subformation,亞群系,,亚群系,104.11.09,2016-09-13
2700682,subfossil,準化石：亞化石,,亚化石,104.11.09,2016-09-13
2700683,subfrigid zone species,亞寒帶種,,亚寒带种,104.11.09,2016-09-13
2700684,subimago,亞成蟲,,亚成虫,104.11.09,2016-09-13
2700685,subirrigation; subsurface irrigation,地下灌溉,,地下灌溉,104.11.09,2016-09-13
2700686,sublethal concentration,亞致死濃度,,亚致死浓度,104.11.09,2016-09-13
2700687,sublethal dosage,亞致死劑量,,亚致死剂量,104.11.09,2016-09-13
2700688,sublethal heat stress,亞致死熱緊迫,,亚致死热胁迫,104.11.09,2016-09-13
2700689,sublittoral region,亞沿岸區；亞濱岸區,,亚沿海岸地区,104.11.09,2016-09-13
2700690,sublittoral zone,亞沿岸帶；亞濱岸帶,,亚沿岸带,104.11.09,2016-09-13
2700691,submarine sediment,海底沈積物,,海底沉积物,104.11.09,2016-09-13
2700692,submerged hydrophyte; submerged plant,沉水植物,,沉水植物,104.11.09,2016-09-13
2700693,submerged plant community,沈水植物群落,,沉水植物群落,104.11.09,2016-09-13
2700694,submerged vegetation zone,沈水植被帶,,沉水植被带,104.11.09,2016-09-13
2700695,submissive display,臣服展示,,屈服炫耀,104.11.09,2016-09-13
2700696,submissive posture,臣服姿勢,,顺从姿态,104.11.09,2016-09-13
2700697,submontane zone,山麓地帶,,亚山地带,104.11.09,2016-09-13
2700698,subor,撒勃爾群落,,撒勃尔群落,104.11.09,2016-09-13
2700699,subordinance,低階位；從屬位,,从属种,104.11.09,2016-09-13
2700700,subordinate species,低階種；從屬種,,从属种,104.11.09,2016-09-13
2700701,subpolar zone,亞極帶,,亚极带,104.11.09,2016-09-13
2700702,subpopulation,亞族群；次群族,,亚种群,104.11.09,2016-09-13
2700703,subsere,次生演替系列,,次生演替系列,104.11.09,2016-09-13
2700704,subsoil,心土,,心土,104.11.09,2016-09-13
2700705,subspecies,亞種,,亚种,104.11.09,2016-09-13
2700706,substitute species; vicarious species,替代種,,替代种,104.11.09,2016-09-13
2700707,subterranean animal,穴居動物；地下動物,,地下动物,104.11.09,2016-09-13
2700708,subtidal community,亞潮帶群聚,,潮线下群落,104.11.09,2016-09-13
2700709,subtidal zone,亞潮帶,,潮下带,104.11.09,2016-09-13
2700710,subtropical evergreen forest,亞熱帶常綠闊葉林,,亚热带常绿阔叶林,104.11.09,2016-09-13
2700711,subtropical rain forest,亞熱帶雨林,,亚热带雨林,104.11.09,2016-09-13
2700712,subtropical rain forest zone,亞熱帶雨林帶,,亚热带雨林带,104.11.09,2016-09-13
2700713,subtropical zone,亞熱帶,,亚热带,104.11.09,2016-09-13
2700714,succession,演替；消長,,演替,104.11.09,2016-09-13
2700715,succession stage; stage of succession,演替階段,,演替阶段,104.11.09,2016-09-13
2700716,successional convergence,演替趨同,,演替趋同,104.11.09,2016-09-13
2700717,sudd,大塊漂浮植物,,大块漂浮植物,104.11.09,2016-09-13
2700718,suffruticosa plant,灌木植物,,灌木植物,104.11.09,2016-09-13
2700719,sulcatol,蠹聚集費洛蒙,,食菌甲诱醇,104.11.09,2016-09-13
2700720,sulfate-reducing bacteria,硫酸鹽還原菌,,硫酸盐还原菌,104.11.09,2016-09-13
2700721,sulfur cycle,硫循環,,硫循环,104.11.09,2016-09-13
2700722,sulfur oxide,硫氧化物,,硫氧化物,104.11.09,2016-09-13
2700723,sulphide community,硫化物群聚,,海底热泉生物群落，海底热液生物群落,104.11.09,2016-09-13
2700724,summer diapause,夏滯育,,夏滞育,104.11.09,2016-09-13
2700725,summer egg,夏卵,,"夏卵,单性卵",104.11.09,2016-09-13
2700726,summer fallow,夏季休耕地,,"放牧休闲,生草休闲",104.11.09,2016-09-13
2700727,summergreen forest,夏綠林,,亚热带夏绿林,104.11.09,2016-09-13
2700728,sun plant,陽生植物,,阳生植物,104.11.09,2016-09-13
2700729,superorganism,超生物體,,超个体,104.11.09,2016-09-13
2700730,superparasitism,多次寄生,,超寄生,104.11.09,2016-09-13
2700731,superspecies,超種,,超种,104.11.09,2016-09-13
2700732,superweed,超級雜草,,超级杂草,104.11.09,2016-09-13
2700733,supralittoral zone; supratidal zone,上潮帶；潮上帶,,潮上带,104.11.09,2016-09-13
2700734,supratidal zone,上潮帶；潮上帶,,潮上带,104.11.09,2016-09-13
2700735,surface fire,地表火,,"表火,低强度火灾",104.11.09,2016-09-13
2700736,surface pheromone,表皮費洛蒙,,表面信息素,104.11.09,2016-09-13
2700737,surplus production,剩餘生產量,,剩余生产量,104.11.09,2016-09-13
2700738,surplus prodution model,剩餘生產量模型,,剩余生产量模型,104.11.09,2016-09-13
2700739,surplus sludge; excess sludge,剩餘污泥,,剩余污泥,104.11.09,2016-09-13
2700740,survival curve; survivorship curve,存活曲線,,"存活曲线,生存曲线",104.11.09,2016-09-13
2700741,survival of the fittest,適者生存,,适者生存,104.11.09,2016-09-13
2700742,survival rate(S),存活率；殘存率；成活率,,存活率,104.11.09,2016-09-13
2700743,survival value,存活值{演化},,存活值,104.11.09,2016-09-13
2700744,survivorship curve type,存活曲線類型,,存活曲线类型,104.11.09,2016-09-13
2700745,survivourship{=∫χ},存活,,存活,104.11.09,2016-09-13
2700746,suspended matter,懸浮物質；懸浮物,,悬浮物,104.11.09,2016-09-13
2700747,suspended particle,懸浮[顆]粒,,悬浮粒,104.11.09,2016-09-13
2700748,suspended solid; SS,懸浮固體,,悬浮固体,104.11.09,2016-09-13
2700749,suspended substance{=SS},懸浮物質,,悬浮物,104.11.09,2016-09-13
2700750,suspension feeder,懸浮物攝食者,,滤食生物，悬食生物,104.11.09,2016-09-13
2700751,suspension feeding,懸浮物攝食,,悬浮物摄食,104.11.09,2016-09-13
2700752,suspensoid,懸膠體,,悬浮体,104.11.09,2016-09-13
2700753,sustainable agriculture,永續農業；可持續農業,,"可持续农业,永续农业",104.11.09,2016-09-13
2700754,sustainable management,永續管理；可持續管理,,可持续管理,104.11.09,2016-09-13
2700755,sustainable use,永續利用；可持續利用,,可持续利用,104.11.09,2016-09-13
2700756,sustainable yield,持續漁獲量,,持续渔获量,104.11.09,2016-09-13
2700757,swamp,林澤；沼澤,,树沼,104.11.09,2016-09-13
2700758,swarm,群,,群浮,104.11.09,2016-09-13
2700759,swarming,群飛；群爬；群遊；紛飛；分封,,群游现象；涌散,104.11.09,2016-09-13
2700760,swift-water community,激流群集,,激流群落,104.11.09,2016-09-13
2700761,symbiont,共生生物,,共生生物,104.11.09,2016-09-13
2700762,symbiosis,共生[現象],,共生,104.11.09,2016-09-13
2700763,symbiotic saprophyte,共生的腐生菌；共生的腐生植物,,共生腐生植物,104.11.09,2016-09-13
2700764,sympatric,共域；同域性,,同域的,104.11.09,2016-09-13
2700765,sympatric speciation,同域種化；同域成種作用,,同域物种形成；同域[共存]种,104.11.09,2016-09-13
2700766,sympatric species,同域種,,同域种,104.11.09,2016-09-13
2700767,sympatry,共域；同域性,,同域分布,104.11.09,2016-09-13
2700768,symphile,蟻巢食客,,蚁客,104.11.09,2016-09-13
2700769,synchorology,群落分佈學,,群落分布学,104.11.09,2016-09-13
2700770,synchronization,同步[作用],,同步化,104.11.09,2016-09-13
2700771,syndynamic,群落動態學,,群落动态学,104.11.09,2016-09-13
2700772,synechthran,蟻巢惡客,,蚁盗,104.11.09,2016-09-13
2700773,synecology,群體生態學,,群体生态学,104.11.09,2016-09-13
2700774,synergism,協力作用；增效作用,,协同作用,104.11.09,2016-09-13
2700775,syngenetic geobotany,親緣植物地理學,,演替植物地理学,104.11.09,2016-09-13
2700776,syngenetic succession,親源演替,,群落发生演替,104.11.09,2016-09-13
2700777,syngenetics,群落演替學,,群落遗传学，群落演替学，演替生态学,104.11.09,2016-09-13
2700778,synoecy,客居,,客栖,104.11.09,2016-09-13
2700779,synoekete,客居生物,,客虫,104.11.09,2016-09-13
2700780,synomone,新洛蒙；互利素,,互利素,104.11.09,2016-09-13
2700781,syntrophism; syntrophy,取食體產物[現象],,互养共栖,104.11.09,2016-09-13
2700782,synzoochory,動物傳播,,动物散布,104.11.09,2016-09-13
2700783,system(s)approach,系統[觀點]取向,,系统观点，系统方法,104.11.09,2016-09-13
2700784,system(s)ecology,系統生態學,,系统生态学,104.11.09,2016-09-13
2700785,system(s)model,系統模式,,系统模型,104.11.09,2016-09-13
2700786,systematic biology,生物系統分類學,,系统生物学,104.11.09,2016-09-13
2700787,systematic botany,系統植物學,,系统植物学,104.11.09,2016-09-13
2700788,systematic plant sociology,系統植物社會學,,系统植物社会学,104.11.09,2016-09-13
2700789,systematic sampling,系統[性]取樣,,"系统抽样,机械抽样",104.11.09,2016-09-13
2700790,systems ecology,系統生態學,,系统生态学,104.11.09,2016-09-13
2700791,t test,t檢驗；t檢定,,t 检验,104.11.09,2016-09-13
2700792,tactile communication,觸覺溝通,,触觉通信,104.11.09,2016-09-13
2700793,taiga,泰加林；北寒針葉林,,北方针叶林带；泰加林,104.11.09,2016-09-13
2700794,taiga zone,泰加林帶；北寒針葉林帶,,泰加林带，被针叶林带,104.11.09,2016-09-13
2700795,tall herbaceous vegetation,高莖草本植被,,高茎草本植被,104.11.09,2016-09-13
2700796,tall-grass,高莖草,,高茎草,104.11.09,2016-09-13
2700797,tall-grass prairie,高莖草原；高草原,,高茎草原,104.11.09,2016-09-13
2700798,tall-grass type,高莖草型,,高茎草型,104.11.09,2016-09-13
2700799,talus succession,岩屑堆層序,,岩屑堆演替,104.11.09,2016-09-13
2700800,tannins,單寧；鞣質,,单宁.鞣质,104.11.09,2016-09-13
