ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3245823,tenor saxhorn,次中音薩氏號,,英,,2017-08-08
3245824,tenor stave,次中音譜表,,英,,2017-08-08
3245825,tenor trombone,次中音長號,,英,,2017-08-08
3245826,tenor voice,男高音聲部；次中音聲部,,英,,2017-08-08
3245827,Tenor-bass posaune {Ger.},次中音－低音長號,,德,,2017-08-08
3245828,tenor-bass trombone,次中音－低音長號,,英,,2017-08-08
3245829,Tenorbasshorn {Ger.},粗管上低音號,,德,,2017-08-08
3245830,Tenorfagott {Ger.},小低音管,,德,,2017-08-08
3245831,tenoroon,小低音管,,英,,2017-08-08
3245832,Tenorposaune {Ger.},次中音長號,,德,,2017-08-08
3245833,Tenorschlüssel {Ger.},次中音譜號,,德,,2017-08-08
3245834,tension note,緊張音,,英,,2017-08-08
3245835,tenso {Fr.},辯論詩歌,,法（普羅旺斯）,,2017-08-08
3245836,tenth,十度,,英,,2017-08-08
3245837,tenuto {It.},持音,,義,,2017-08-08
3245838,teoria della composizione {It.},作曲法,,義,,2017-08-08
3245839,tepido {It.},不太熱烈的,,義,,2017-08-08
3245840,teponaztli,Ｈ形鼓,,英,,2017-08-08
3245841,ter sanctus {Lat.},三聖曲,,拉,,2017-08-08
3245842,terce,第三時課；午前禱,,英,,2017-08-08
3245843,terminatio {Lat.},結束句,,拉,,2017-08-08
3245844,termination,結束句,,英,,2017-08-08
3245845,terms of performance,演奏術語,,英,,2017-08-08
3245846,ternary,三段；三部分,,英,,2017-08-08
3245847,ternary form,三段體,,英,,2017-08-08
3245848,tertia {Lat.},第三時課；午前禱,,拉,,2017-08-08
3245849,tertian harmony,三度和聲,,英,,2017-08-08
3245850,Terz {Ger.},三度,,德,,2017-08-08
3245851,terza aumentata {It.},增三度,,義,,2017-08-08
3245852,terza diminuita {It.},減三度,,義,,2017-08-08
3245853,terza maggiore {It.},大三度,,義,,2017-08-08
3245854,terza minore {It.},小三度,,義,,2017-08-08
3245855,terza piccarda {It.},皮卡第三度,,義,,2017-08-08
3245856,terza {It.},三度,,義,,2017-08-08
3245857,Terzbau {Ger.},三度構成,,德,,2017-08-08
3245858,Terzdezime {Ger.},十三度,,德,,2017-08-08
3245859,Terzdezimenakkord {Ger.},十三和弦,,德,,2017-08-08
3245860,Terzenaufbau {Ger.},三度構成,,德,,2017-08-08
3245861,Terzett {Ger.},三重奏；三重唱,,德,,2017-08-08
3245862,terzetto {It.},三重奏；三重唱,,義,,2017-08-08
3245863,terzina {It.},三連音；三連音符,,義,,2017-08-08
3245864,Terzkanon {Ger.},三度卡農,,德,,2017-08-08
3245865,Terzquartakkord {Ger.},三四和弦,,德,,2017-08-08
3245866,Terzverwandtschaft {Ger.},三度近系關係,,德,,2017-08-08
3245867,tessitura {It.},音域,,義,,2017-08-08
3245868,testa {It.},符頭,,義,,2017-08-08
3245869,testo {It.},歌詞,,義,,2017-08-08
3245870,Tête {Fr.},符頭,,法,,2017-08-08
3245871,tetrachord,四音組,,英,,2017-08-08
3245872,tetrad false,假四音和絃,,英,,2017-08-08
3245873,tetrardus {Gr.},第四,,希,,2017-08-08
3245874,text,歌詞,,英,,2017-08-08
3245875,Textbuch {Ger.},腳本；劇本,,德,,2017-08-08
3245876,texte {Fr.},歌詞,,法,,2017-08-08
3245877,texture,織體；織度；結構形式,,英,,2017-08-08
3245878,The Beatles,披頭四,,英,,2017-08-08
3245879,The Five,五人組（五人樂派）,,英,,2017-08-08
3245880,theater music,劇場音樂,,英,,2017-08-08
3245881,Theatermusik {Ger.},劇場音樂,,德,,2017-08-08
3245882,Theatische Kiataloge {Ger.},主題目錄,,德,,2017-08-08
3245883,theatre organ,劇院管風琴,,英,,2017-08-08
3245884,Thema {Ger.},主題,,德,,2017-08-08
3245885,thematic development,主題發展,,英,,2017-08-08
3245886,thematic material,主題素材,,英,,2017-08-08
3245887,thematic transformation,主題變形,,英,,2017-08-08
3245888,Thematische Arbeit {Ger.},主題建構,,德,,2017-08-08
3245889,theme,主題,,英,,2017-08-08
3245890,theme and variations,主題變奏；主題變奏曲,,英,,2017-08-08
3245891,thème secondaire {Fr.},副主題,,法,,2017-08-08
3245892,theme song,主題曲,,英,,2017-08-08
3245893,thème {Fr.},主題,,法,,2017-08-08
3245894,theoebo,大魯特琴（提歐伯）,,英,,2017-08-08
3245895,théorbe {Fr.},大魯特琴,,法,,2017-08-08
3245896,théorie de la musique {Fr.},音樂理論,,法,,2017-08-08
3245897,Theorie der Gehörsempfindung {Ger.},聽覺論,,德,,2017-08-08
3245898,Theorie der Musik {Ger.},音樂理論,,德,,2017-08-08
3245899,théorie des fonctions {Fr.},功能理論,,法,,2017-08-08
3245900,théorie téléphonique {Fr.},電話論,,法,,2017-08-08
3245901,théories de l'audition {Fr.},聽覺論,,法,,2017-08-08
3245902,theories of hearing,聽覺論,,英,,2017-08-08
3245903,theory of composition,作曲法,,英,,2017-08-08
3245904,theory of functions,功能理論,,英,,2017-08-08
3245905,theory of harmony,和聲學,,英,,2017-08-08
3245906,Theremin,泰雷明｛電子樂器｝,,英,,2017-08-08
3245907,thesis {Gr.},下拍；強拍；起句,,希,,2017-08-08
3245908,third,三度,,英,,2017-08-08
3245909,third inversion,第三轉位,,英,,2017-08-08
3245910,third line,第三線,,英,,2017-08-08
3245911,third octave,第三個八度,,英,,2017-08-08
3245912,third part,第三部,,英,,2017-08-08
3245913,third scale-step,第三音級,,英,,2017-08-08
3245914,third space,第三間,,英,,2017-08-08
3245915,third species,第三類｛對位｝,,英,,2017-08-08
3245916,third stream,第三潮流（二十世紀音樂）,,英,,2017-08-08
3245917,third-relationship,三度近系關係,,英,,2017-08-08
3245918,thirteenth,十三度,,英,,2017-08-08
3245919,thirteenth chord,十三和弦,,英,,2017-08-08
3245920,thirteenth chromatic,變化十三和弦（絃）,,英,,2017-08-08
3245921,thirteenth dominant,屬十三和弦（絃）,,英,,2017-08-08
3245922,thirty-second note {Amer.},三十二分音符,,美,,2017-08-08
3245923,thirty-second rest {Amer.},三十二分休止符,,美,,2017-08-08
3245924,thirty-second-note rest {Amer.},三十二分休止符,,美,,2017-08-08
3245925,thirty-two foot stop,三十二呎音拴,,英,,2017-08-08
3245926,thoroughbass,持續低音；數字低音,,英,,2017-08-08
3245927,three accented octave,三點八度｛音域｝,,英,,2017-08-08
3245928,three notes to one,三對一,,英,,2017-08-08
3245929,three parts,三聲部,,英,,2017-08-08
3245930,three stringed double-bass,三弦低音提琴,,英,,2017-08-08
3245931,three voices,三聲部,,英,,2017-08-08
3245932,three-bar rhythm,三小節樂句,,英,,2017-08-08
3245933,three-bar sentence,三小節樂句,,英,,2017-08-08
3245934,Three-four meter [time],三四拍子,,英,,2017-08-08
3245935,three-line octave,三點八度｛音域｝,,英,,2017-08-08
3245936,three-movement form,三樂章曲式,,英,,2017-08-08
3245937,three-part canon,三部卡農,,英,,2017-08-08
3245938,three-part counterpoint,三部對位,,英,,2017-08-08
3245939,three-part form,三段式,,英,,2017-08-08
3245940,three-part fugue,三部復格,,英,,2017-08-08
3245941,three-part harmony,三部和聲,,英,,2017-08-08
3245942,three-part song,三段式歌曲,,英,,2017-08-08
3245943,three-two meter,三二拍子,,英,,2017-08-08
3245944,three-two time,三二拍子,,英,,2017-08-08
3245945,threnody,輓歌,,英,,2017-08-08
3245946,thrice-accented octave,三點八度｛音域｝,,英,,2017-08-08
3245947,throaty voice,喉音,,英,,2017-08-08
3245948,through-composed,貫穿式的,,英,,2017-08-08
3245949,through-composed song,貫穿式歌曲；應詞歌,,英,,2017-08-08
3245950,through-imitation,完全模仿,,英,,2017-08-08
3245951,thumb position,拇指把位,,英,,2017-08-08
3245952,thunder machine,雷聲器,,英,,2017-08-08
3245953,thunder stick,牛吼器,,英,,2017-08-08
3245954,tibia {Lat.},提比亞笛；提比亞管；提比亞音栓,,拉,,2017-08-08
3245955,Tie,連結線,,英,,2017-08-08
3245956,tied notes,連結音,,英,,2017-08-08
3245957,tief {Ger.},低的；深的,,德,,2017-08-08
3245958,tiento {Sp.},恬多曲,,西,,2017-08-08
3245959,tiepido {It.},不太熱烈的,,義,,2017-08-08
3245960,tierce augmentée {Fr.},增三度,,法,,2017-08-08
3245961,tierce de Picardie {Fr.},皮卡第三度,,法,,2017-08-08
3245962,tierce diminuée {Fr.},減三度,,法,,2017-08-08
3245963,tierce majeure {Fr.},大三度,,法,,2017-08-08
3245964,tierce mineure {Fr.},小三度,,法,,2017-08-08
3245965,tierce picardie,皮卡地三度,,英,,2017-08-08
3245966,tierce {Fr.},三度,,法,,2017-08-08
3245967,timbales {Sp.}{Fr.},鍋形鼓；定音鼓,,英．西．法,,2017-08-08
3245968,timballo {It.},鍋形鼓｛古用法｝,,義,,2017-08-08
3245969,timbre {Fr.},音色,,法˙英,,2017-08-08
3245970,timbrel,古鈴鼓,,,,2017-08-08
3245971,timbro {It.},音色,,義,,2017-08-08
3245972,time,節拍；時值；速度,,英,,2017-08-08
3245973,time error,時間誤差,,英,,2017-08-08
3245974,time perception,時間知覺,,英,,2017-08-08
3245975,time signature,拍子記號,,英,,2017-08-08
3245976,time value,時值,,英,,2017-08-08
3245977,time-beating,擊拍子,,英,,2017-08-08
3245978,time-counting,數拍子,,英,,2017-08-08
3245979,timido {It.}{Sp.},害羞的；膽怯的,,義˙西,,2017-08-08
3245980,timoroso {It.},畏縮的；害怕的；不安的,,義,,2017-08-08
3245981,timpan,汀邦琴,,英,,2017-08-08
3245982,timpani a pedale {It.},踏瓣定音鼓,,義,,2017-08-08
3245983,timpani coperti {It.},蒙布奏法,,義,,2017-08-08
3245984,timpani {It.},鍋形鼓；定音鼓,,義,,2017-08-08
3245985,timpano {It.},定音鼓,,義,,2017-08-08
3245986,Tin Pan Alley,錫鍋街,,英,,2017-08-08
3245987,tin whistle,高音哨笛；錫哨笛,,英,,2017-08-08
3245988,Tingkling {Ph.},竹竿舞,,菲律賓,,2017-08-08
3245989,tiorba {It.},大魯特琴　,,義,,2017-08-08
3245990,tiorba {Sp.},大魯特琴　,,西,,2017-08-08
3245991,tipofono {It.},音叉琴,,義,,2017-08-08
3245992,tira tutti {It.},全部拉出｛音栓｝,,義,,2017-08-08
3245993,tirade {Fr.},過渡音群,,法,,2017-08-08
3245994,tirando {It.},減慢速度,,義,,2017-08-08
3245995,tirando {Sp.},挑弦法,,西,,2017-08-08
3245996,tirare {It.},拉；下弓,,義,,2017-08-08
3245997,tirata {It.},過渡音群,,義,,2017-08-08
3245998,tiré {Fr.},下弓,,法,,2017-08-08
3245999,tirer {Fr.},拉；下弓,,法,,2017-08-08
3246000,tobend {Ger.},狂怒的；狂暴的,,德,,2017-08-08
3246001,toccata {It.},觸技曲,,義,,2017-08-08
3246002,toccatina {It.},小觸技曲,,義,,2017-08-08
3246003,tom-tom,筒狀鼓,,英,,2017-08-08
3246004,ton d' opéra {Fr.},歌劇音高,,法,,2017-08-08
3246005,ton de chambre {Fr.},室內音高,,法,,2017-08-08
3246006,ton de choeur {Fr.},歌隊音高；合唱團音高,,法,,2017-08-08
3246007,ton de même basse {Fr.},平行調(同主音調),,法,,2017-08-08
3246008,ton éloigné {Fr.},遠系調,,法,,2017-08-08
3246009,ton entier {Fr.},全音,,法,,2017-08-08
3246010,ton majeur {Fr.},大全音,,法,,2017-08-08
3246011,ton mineur {Fr.},小全音,,法,,2017-08-08
3246012,ton principal {Fr.},主調,,法,,2017-08-08
3246013,ton relatif {Fr.},關係調,,法,,2017-08-08
3246014,ton {Fr.},調,,法,,2017-08-08
3246015,Ton {Ger.},樂音,,德,,2017-08-08
3246016,Tonada,多納達舞曲,,西,,2017-08-08
3246017,Tonadilla,多納第雅小歌劇；多納第雅小歌曲,,西,,2017-08-08
3246018,tonal answer,主調答句,,英,,2017-08-08
3246019,tonal fugue,主調復格,,英,,2017-08-08
3246020,tonal fusion,音融合,,英,,2017-08-08
3246021,tonal gap,音隙,,英,,2017-08-08
3246022,tonal island,音島,,英,,2017-08-08
3246023,tonal penta-scale,主調五聲音階,,英,,2017-08-08
3246024,tonal sequence,主調模進,,英,,2017-08-08
3246025,Tonale Antwort {Ger.},主調答句,,德,,2017-08-08
3246026,tonalfuge {Ger.},主調復格,,德,,2017-08-08
3246027,tonalità maggiore {It.},大調,,義,,2017-08-08
3246028,tonalità minore {It.},小調,,義,,2017-08-08
3246029,tonalità {It.},調性,,義,,2017-08-08
3246030,Tonalität {Ger.},調性,,德,,2017-08-08
3246031,tonalité majeure {Fr.},大調,,法,,2017-08-08
3246032,tonalité mineure {Fr.},小調,,法,,2017-08-08
3246033,tonalité {Fr.},調性,,法,,2017-08-08
3246034,tonality,調性,,英,,2017-08-08
3246035,tonarium {Lat.},聖歌目錄,,拉,,2017-08-08
3246036,Tonart {Ger.},調,,德,,2017-08-08
3246037,Tonartencharakteristik {Ger.},調性特色,,德,,2017-08-08
3246038,Tonartvorzeichnung {Ger.},調號,,德,,2017-08-08
3246039,tonary,聖歌目錄,,英,,2017-08-08
3246040,Tonbandgerät {Ger.},磁帶錄音機,,德,,2017-08-08
3246041,Tondichtung {Ger.},音詩,,德,,2017-08-08
3246042,tone,音,,英,,2017-08-08
3246043,tone bell,音鐘,,英,,2017-08-08
3246044,tone brightness,明度感,,英,,2017-08-08
3246045,tone cluster,音簇；音堆,,英,,2017-08-08
3246046,tone color,音色,,英,,2017-08-08
3246047,tone detremination,律法,,英,,2017-08-08
3246048,tone painting,音畫,,英,,2017-08-08
3246049,tone poem,交響詩；音詩,,英,,2017-08-08
3246050,tone quality,音質,,英,,2017-08-08
3246051,tone row,音列,,英,,2017-08-08
3246052,tone-cluster,音簇；音堆,,英,,2017-08-08
3246053,Tone-deafness,音痴；音盲,,英,,2017-08-08
3246054,tone-formation,發音法,,英,,2017-08-08
3246055,tone-physicology,音響生理學,,英,,2017-08-08
3246056,tone-picture,音畫,,英,,2017-08-08
3246057,tone-relation,音關係,,英,,2017-08-08
3246058,tone-row,音列,,英,,2017-08-08
3246059,Tonempfindung {Ger.},音感覺,,德,,2017-08-08
3246060,Tonfarbe {Ger.},音色,,德,,2017-08-08
3246061,Tongeschlecht {Ger.},調性,,德,,2017-08-08
3246062,Tonglocke {Ger.},音鐘,,德,,2017-08-08
3246063,tonguing,運舌法,,英,,2017-08-08
3246064,Tonhöhe {Ger.},音高,,德,,2017-08-08
3246065,Tonhöhelinie {Ger.},音高線,,德,,2017-08-08
3246066,tonic,主音,,英,,2017-08-08
3246067,tonic harmony,主和聲,,英,,2017-08-08
3246068,tonic major,同主音大調,,英,,2017-08-08
3246069,tonic minor,同主音小調,,英,,2017-08-08
3246070,tonic pedal,主音持續音,,英,,2017-08-08
3246071,tonic seventh,主音七和弦（絃）,,英,,2017-08-08
3246072,tonic sol-fa,首調唱名法,,英,,2017-08-08
3246073,tonic triad,主音三和弦（絃）,,英,,2017-08-08
3246074,tonica {It.},主音,,義,,2017-08-08
3246075,Tonika Do {Ger.},首調唱名法,,德,,2017-08-08
3246076,Tonika {Ger.},主音,,德,,2017-08-08
3246077,Tonikablock{Ger.},主和弦音塊,,德,,2017-08-08
3246078,Tonikaharmonie {Ger.},主和聲,,德,,2017-08-08
3246079,Toninsel {Ger.},音島,,德,,2017-08-08
3246080,tonique {Fr.},主音,,法,,2017-08-08
3246081,Tonischer Akkord {Ger.},主和弦,,德,,2017-08-08
3246082,Tonischer Dreiklang {Ger.},主三和弦,,德,,2017-08-08
3246083,tonitruone {It.},吊鐵,,義,,2017-08-08
3246084,Tonkünstler-Sozietät {Ger.},藝術家協會,,德,,2017-08-08
3246085,Tonleier {Ger.},音階,,德,,2017-08-08
3246086,Tonlücke {Ger.},音隙,,德,,2017-08-08
3246087,Tonmalerei {Ger.},音畫,,德,,2017-08-08
3246088,tono d'opera,歌劇音高,,義,,2017-08-08
3246089,tono intero {It.},全音,,義,,2017-08-08
3246090,tono maggiore {It.},大全音；大調,,義,,2017-08-08
3246091,tono minore {It.},小全音；小調,,義,,2017-08-08
3246092,tono Principale {It.},主調,,義,,2017-08-08
3246093,tono relativo {It.},關係調,,義,,2017-08-08
3246094,tono {It.},調；托諾歌,,義,,2017-08-08
3246095,Tonometer {Ger.},音高計,,英˙德,,2017-08-08
3246096,Tonphysiologie {Ger.},音響生理學,,德,,2017-08-08
3246097,Tonpsychologie {Ger.},音響心理學,,德,,2017-08-08
3246098,Tonreihe {Ger.},音列,,德,,2017-08-08
3246099,Tonsilben {Ger.},唱名,,德,,2017-08-08
3246100,Tonsystem {Ger.},律制；音體系,,德,,2017-08-08
3246101,Tontaubheit {Ger.},音痴；音盲,,德,,2017-08-08
3246102,Tonumfang {Ger.},音域,,德,,2017-08-08
3246103,tonus in directum {Lat.},直詠調,,拉,,2017-08-08
3246104,tonus mixtus {Lat.},混合調式,,拉,,2017-08-08
3246105,tonus {Lat.},全音；調式；朗誦調｛素歌｝,,拉,,2017-08-08
3246106,Tonuspsalmorum {Lat.},聖詠調；詩篇調,,拉,,2017-08-08
3246107,Tonverschmelzung {Ger.},音融合,,德,,2017-08-08
3246108,Tonvorstellung {Ger.},音表象,,德,,2017-08-08
3246109,Tonwort {Ger.},音字,,德,,2017-08-08
3246110,tonysytem,律制,,英,,2017-08-08
3246111,top plate,面板,,英,,2017-08-08
3246112,torbellino {Sp.},多爾貝利諾舞曲,,西,,2017-08-08
3246113,torch song,失戀歌,,英,,2017-08-08
3246114,tornada {Prov.},結尾反復歌｛遊唱詩樂｝,,法,,2017-08-08
3246115,tosto {It.},很快的；立刻的,,義,,2017-08-08
3246116,total serialism,全音列主義,,英,,2017-08-08
3246117,Totengesang {Ger.},輓歌,,德,,2017-08-08
3246118,totes Interval {Ger.},死音程,,德,,2017-08-08
3246119,touch,觸絃；觸鍵；觸鍵法；彈法｛吉他｝,,英,,2017-08-08
3246120,touche blanche {Fr.},白鍵,,法,,2017-08-08
3246121,Touche noire {Fr.},黑鍵,,法,,2017-08-08
3246122,touche {Fr.},指板,,法,,2017-08-08
3246123,touches brisées {Fr.},分割鍵,,法,,2017-08-08
3246124,Tourdion {Fr.},杜爾迪翁舞曲,,法,,2017-08-08
3246125,town piper,公聘管樂師,,英,,2017-08-08
3246126,toye,輕遊曲,,英,,2017-08-08
3246127,trachea {It.},氣管,,義,,2017-08-08
3246128,trachée-artère {Fr.},氣管,,法,,2017-08-08
3246129,track,音軌,,英,,2017-08-08
3246130,tracker,音軌,,英,,2017-08-08
3246131,tract {Fr.},詠唱,,英˙法,,2017-08-08
3246132,tractus {Lat.},詠唱,,拉,,2017-08-08
3246133,traditional jazz,傳統爵士樂,,英,,2017-08-08
3246134,trait {Fr.},詠唱,,法,,2017-08-08
3246135,traité de composition {Fr.},作曲法,,法,,2017-08-08
3246136,Traktus {Ger.},詠唱,,德,,2017-08-08
3246137,tranquillo {It.},平靜的；安靜的,,義,,2017-08-08
3246138,transcription {Fr.},譯譜；編曲；改編曲,,英˙法,,2017-08-08
3246139,transformation of theme,主題變化,,英,,2017-08-08
3246140,transient modulation,暫轉調,,英,,2017-08-08
3246141,transition,暫轉調；過門；過渡樂段,,英,,2017-08-08
3246142,transitional dominant,暫轉調屬和弦（絃）,,英,,2017-08-08
3246143,transitory chord,經過和弦（絃）,,英,,2017-08-08
3246144,transizione {It.},暫轉調；過門；過渡樂段,,義,,2017-08-08
3246145,Transkription {Ger.},譯譜；編曲；改編曲,,德,,2017-08-08
3246146,Transponieren {Ger.},移調,,德,,2017-08-08
3246147,Transponierende instrumente {Ger.},移調樂器,,德,,2017-08-08
3246148,Transponierung {Ger.},移調,,德,,2017-08-08
3246149,transportare {It.},移調,,義,,2017-08-08
3246150,transposer {Fr.},移調,,英˙法,,2017-08-08
3246151,transposing instrument,移調樂器,,英,,2017-08-08
3246152,transposing keyboard,移調鍵盤,,英,,2017-08-08
3246153,transposition of subject,主題移位,,英,,2017-08-08
3246154,transposition {Fr.},移調,,英˙法,,2017-08-08
3246155,trasposizione {It.},移調,,<p>義</p>,,2017-08-08
3246156,transversale Schwingung {Ger.},橫向振動,,德,,2017-08-08
3246157,transverse flute,橫笛,,英,,2017-08-08
3246158,transverse vibration,橫向振動,,英,,2017-08-08
3246159,traps,效果樂器,,英,,2017-08-08
3246160,traquenard {Fr.},特拉庫納爾舞曲,,法,,2017-08-08
3246161,trascinando {It.},拖延的,,義,,2017-08-08
3246162,trascrizione {It.},譯譜；編曲；改編曲,,義,,2017-08-08
3246163,traste {Sp.},品；音格,,西,,2017-08-08
3246164,trattenuto {It.},延遲的,,義,,2017-08-08
3246165,tratto {It.},詠唱,,義,,2017-08-08
3246166,Trauer {Ger.},哀悼；悲哀,,德,,2017-08-08
3246167,Trauergesang {Ger.},輓歌,,德,,2017-08-08
3246168,Trauerlied {Ger.},輓歌,,德,,2017-08-08
3246169,Trauermarsch {Ger.},送葬進行曲,,德,,2017-08-08
3246170,träumend {Ger.},夢幻的,,德,,2017-08-08
3246171,traurig {Ger.},悲哀的,,德,,2017-08-08
3246172,traversiere {Fr.},橫笛,,法,,2017-08-08
3246173,traverso {It.},橫；橫笛,,義,,2017-08-08
3246174,tre corde {It.},三弦（絃）全響｛鋼琴｝；三弦（絃）奏,,義,,2017-08-08
3246175,tre parti {It.},三聲部,,義,,2017-08-08
3246176,tre voci {It.},三聲部,,義,,2017-08-08
